Representative,BioGuideID,ReportDate,TransactionDate,Ticker,Transaction,Range,House,Amount,Party,last_modified,TickerType,Description,Quarter,EntryPrice,ExitPrice,PercentChange,TransactionType,TradeAmount,PartyName,WeightedReturn
Josh Gottheimer,G000583,2025-02-10,2025-01-22,NFLX,Sale,"$1,001 - $15,000",Representatives,1001.0,D,2025-02-11,ST,,2025-Q1,998.030029296875,976.719970703125,2.1352121647845816,sale,15000.0,Democrats,0.0010868063275116635
Josh Gottheimer,G000583,2025-02-10,2025-01-22,ORCL,Sale,"$1,001 - $15,000",Representatives,1001.0,D,2025-02-11,ST,,2025-Q1,191.50999450683597,145.77999877929688,23.878647088524005,sale,15000.0,Democrats,0.012154045006035293
Ron Wyden,W000779,2025-02-21,2025-01-22,LLY,Purchase,"$50,001 - $100,000",Senate,50001.0,D,2025-02-21,Stock,,2025-Q1,744.2972282237267,821.6699829101562,10.395410832186007,purchase,100000.0,Democrats,4.5197438400808725
Josh Gottheimer,G000583,2025-02-10,2025-01-22,WMT,Purchase,"$1,001 - $15,000",Representatives,1001.0,D,2025-02-11,ST,,2025-Q1,93.51320014104424,85.62999725341797,-8.430042898474417,purchase,15000.0,Democrats,-0.0042908260426574914
Ashley B. Moody,M001244,2025-02-21,2025-01-22,MU,Purchase,"$50,001 - $100,000",Senate,50001.0,R,2025-02-22,Stock,,2025-Q1,109.16999816894533,91.16000366210938,-16.49720143712441,purchase,100000.0,Republicans,-2.999491170386256
Ashley B. Moody,M001244,2025-02-21,2025-01-22,HWM,Purchase,"$50,001 - $100,000",Senate,50001.0,R,2025-02-22,Stock,,2025-Q1,127.93074703111522,132.42999267578125,3.516938460127751,purchase,100000.0,Republicans,0.6394433563868638
Ashley B. Moody,M001244,2025-02-21,2025-01-22,AMAT,Purchase,"$100,001 - $250,000",Senate,100001.0,R,2025-02-22,Stock,,2025-Q1,196.37767332199044,147.67999267578125,-24.797972102644323,purchase,250000.0,Republicans,-11.271805501201966
Gilbert Cisneros,C001123,2025-02-11,2025-01-22,INTA,Sale,"$1,001 - $15,000",Representatives,1001.0,D,2025-02-12,ST,,2025-Q1,70.25,61.59000015258789,12.327401918024355,sale,15000.0,Democrats,0.11929743791636473
Gilbert Cisneros,C001123,2025-02-11,2025-01-22,PAR,Purchase,"$1,001 - $15,000",Representatives,1001.0,D,2025-02-12,ST,,2025-Q1,73.9000015258789,62.59000015258789,-15.304467036215671,purchase,15000.0,Democrats,-0.14810774551176456
Rob Bresnahan,B001327,2025-02-13,2025-01-21,GOOG,Sale,"$50,001 - $100,000",Representatives,50001.0,R,2025-02-14,ST,,2025-Q1,200.28182025394423,164.0800018310547,18.075439087276123,sale,100000.0,Republicans,0.41080543380173007
Josh Gottheimer,G000583,2025-02-10,2025-01-21,PWR,Sale,"$1,001 - $15,000",Representatives,1001.0,D,2025-02-11,ST,,2025-Q1,345.0,254.8800048828125,26.12173771512681,sale,15000.0,Democrats,0.013295760628669906
Marjorie Taylor Greene,G000596,2025-01-27,2025-01-21,ODFL,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-01-28,ST,,2025-Q1,191.21357275670115,170.22999572753906,-10.973895172107609,purchase,15000.0,Republicans,-0.13660450421710718
Marjorie Taylor Greene,G000596,2025-01-27,2025-01-21,KMI,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-01-28,ST,,2025-Q1,30.259511211922614,28.229999542236328,-6.707020663594319,purchase,15000.0,Republicans,-0.08348988377918239
Marjorie Taylor Greene,G000596,2025-01-27,2025-01-21,DVN,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-01-28,ST,,2025-Q1,37.2336514567252,36.880001068115234,-0.9498138774301892,purchase,15000.0,Republicans,-0.011823409262616463
Josh Gottheimer,G000583,2025-02-10,2025-01-21,MMM,Purchase,"$1,001 - $15,000",Representatives,1001.0,D,2025-02-11,ST,,2025-Q1,144.78579938489077,148.44000244140625,2.523868412537716,purchase,15000.0,Democrats,0.0012846293243320578
Marjorie Taylor Greene,G000596,2025-01-27,2025-01-21,AMD,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-01-28,ST,,2025-Q1,122.38999938964844,106.6500015258789,-12.860526139606138,purchase,15000.0,Republicans,-0.16008953700754527
William R. Keating,K000375,2025-02-25,2025-01-21,CSGP,Purchase,"$1,001 - $15,000",Representatives,1001.0,D,2025-02-26,ST,,2025-Q1,74.44999694824219,80.12999725341797,7.62928211954734,purchase,15000.0,Democrats,0.6935711017770309
Ashley B. Moody,M001244,2025-02-21,2025-01-21,OKTA,Sale (Full),"$50,001 - $100,000",Senate,50001.0,R,2025-02-22,Stock,,2025-Q1,88.44000244140625,111.1999969482422,25.73495463426181,sale,100000.0,Republicans,-4.679082660774875
Josh Gottheimer,G000583,2025-02-10,2025-01-21,ISRG,Sale,"$1,001 - $15,000",Representatives,1001.0,D,2025-02-11,ST,,2025-Q1,598.1099853515625,507.8999938964844,15.082508846939527,sale,15000.0,Democrats,0.007676879290943092
Rob Bresnahan,B001327,2025-02-13,2025-01-21,KO,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2025-02-14,ST,,2025-Q1,62.43922895475683,70.73999786376953,-13.29415665114539,sale,15000.0,Republicans,-0.04532098858345019
Josh Gottheimer,G000583,2025-02-10,2025-01-21,MSFT,Sale,"$1,001 - $15,000",Representatives,1001.0,D,2025-02-11,ST,,2025-Q1,429.3391273565842,390.5799865722656,9.027628351265436,sale,15000.0,Democrats,0.004594992374244369
Josh Gottheimer,G000583,2025-02-10,2025-01-21,JNJ,Purchase,"$1,001 - $15,000",Representatives,1001.0,D,2025-02-11,ST,,2025-Q1,146.38821485902648,163.1300048828125,11.43656956258983,purchase,15000.0,Democrats,0.005821124650113588
Josh Gottheimer,G000583,2025-02-10,2025-01-21,KO,Purchase,"$1,001 - $15,000",Representatives,1001.0,D,2025-02-11,ST,,2025-Q1,62.43922895475683,70.73999786376953,13.29415665114539,purchase,15000.0,Democrats,0.006766621980562634
Tim Moore,M001236,2025-02-15,2025-01-21,F,Sale,"$50,001 - $100,000",Representatives,50001.0,R,2025-02-17,ST,,2025-Q1,9.97405030499174,9.899999618530272,0.7424334567914184,sale,100000.0,Republicans,0.021740364766952222
Marjorie Taylor Greene,G000596,2025-01-27,2025-01-21,PANW,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-01-28,ST,,2025-Q1,181.08999633789065,174.44000244140625,-3.67220389362444,purchase,15000.0,Republicans,-0.045712081663374766
Rob Bresnahan,B001327,2025-02-13,2025-01-21,DIS,Sale,"$15,001 - $50,000",Representatives,15001.0,R,2025-02-14,ST,,2025-Q1,107.0999984741211,100.4499969482422,6.209151839984169,sale,50000.0,Republicans,0.07055854363618373
Marjorie Taylor Greene,G000596,2025-01-27,2025-01-21,NEE,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-01-28,ST,,2025-Q1,70.77681500733472,70.02999877929688,-1.0551707193385995,purchase,15000.0,Republicans,-0.013134905219982567
James Comer,C001108,2025-02-11,2025-01-21,PLTR,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-02-12,ST,,2025-Q1,73.23999786376953,90.08999633789062,23.00655238338896,purchase,15000.0,Republicans,0.7933293925306537
Marjorie Taylor Greene,G000596,2025-01-27,2025-01-21,AMZN,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-01-28,ST,,2025-Q1,228.8999938964844,201.3600006103516,-12.031452171461064,purchase,15000.0,Republicans,-0.1497691141675651
Marjorie Taylor Greene,G000596,2025-01-27,2025-01-21,META,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-01-28,ST,,2025-Q1,617.2808256632173,602.5800170898438,-2.381543045270973,purchase,15000.0,Republicans,-0.029645764049016265
Rob Bresnahan,B001327,2025-02-13,2025-01-21,CRM,Sale,"$15,001 - $50,000",Representatives,15001.0,R,2025-02-14,ST,,2025-Q1,329.3999938964844,277.8099975585937,15.661808528783109,sale,50000.0,Republicans,0.17797509691798988
Byron Donalds,D000032,2025-02-10,2025-01-21,GDDY,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-02-11,ST,,2025-Q1,202.94000244140625,182.77999877929688,-9.933972316734382,purchase,15000.0,Republicans,-0.4730463007968753
Byron Donalds,D000032,2025-02-10,2025-01-21,RLI,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2025-02-11,ST,,2025-Q1,77.6160575132369,79.27999877929688,-2.143810597151504,sale,15000.0,Republicans,-0.10208621891197639
Byron Donalds,D000032,2025-02-10,2025-01-21,GDDY,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-02-11,ST,,2025-Q1,202.94000244140625,182.77999877929688,-9.933972316734382,purchase,15000.0,Republicans,-0.4730463007968753
Byron Donalds,D000032,2025-02-10,2025-01-21,FCNCA,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-02-11,ST,,2025-Q1,2205.225920208669,1880.0699462890625,-14.744791948066643,purchase,15000.0,Republicans,-0.7021329499079354
Marjorie Taylor Greene,G000596,2025-01-27,2025-01-21,NVDA,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-01-28,ST,,2025-Q1,139.14720257048145,111.43000030517578,-19.91933847988515,purchase,15000.0,Republicans,-0.24795857028902674
Josh Gottheimer,G000583,2025-02-10,2025-01-21,ORCL,Sale,"$1,001 - $15,000",Representatives,1001.0,D,2025-02-11,ST,,2025-Q1,163.8699951171875,145.77999877929688,11.039236514869009,sale,15000.0,Democrats,0.0056188852298281345
Byron Donalds,D000032,2025-02-10,2025-01-21,FCNCA,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-02-11,ST,,2025-Q1,2205.225920208669,1880.0699462890625,-14.744791948066643,purchase,15000.0,Republicans,-0.7021329499079354
Marjorie Taylor Greene,G000596,2025-01-27,2025-01-21,V,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-01-28,ST,,2025-Q1,319.7719344363929,349.8599853515625,9.409221909421367,purchase,15000.0,Republicans,0.11712724368574318
Marjorie Taylor Greene,G000596,2025-01-27,2025-01-21,OXY,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-01-28,ST,,2025-Q1,51.18861148403019,49.5099983215332,-3.279270747597208,purchase,15000.0,Republicans,-0.04082079768793205
Marjorie Taylor Greene,G000596,2025-01-27,2025-01-21,LLY,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-01-28,ST,,2025-Q1,730.0118610435184,821.6699829101562,12.555703099894409,purchase,15000.0,Republicans,0.15629505933478519
Marjorie Taylor Greene,G000596,2025-01-27,2025-01-21,NSC,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-01-28,ST,,2025-Q1,245.25630270066696,235.2100067138672,-4.096243756500393,purchase,15000.0,Republicans,-0.050990586180502825
Marjorie Taylor Greene,G000596,2025-01-27,2025-01-21,CAH,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-01-28,ST,,2025-Q1,126.95999908447266,136.64999389648438,7.632321110497562,purchase,15000.0,Republicans,0.0950081466037041
Robert E. Latta,L000566,2025-01-24,2025-01-20,FMAO,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-01-27,ST,DIVIDEND REINVESTMENT,2025-Q1,26.76000022888184,24.649999618530277,-7.8849050534545855,purchase,15000.0,Republicans,-7.8849050534545855
Julie Johnson,J000310,2025-02-12,2025-01-17,WMT,Sale,"$1,001 - $15,000",Representatives,1001.0,D,2025-02-13,ST,,2025-Q1,91.81785840830548,85.62999725341797,6.739278460809506,sale,15000.0,Democrats,0.06650603744219907
Josh Gottheimer,G000583,2025-02-10,2025-01-17,PAR,Purchase,"$1,001 - $15,000",Representatives,1001.0,D,2025-02-11,ST,,2025-Q1,75.75,62.59000015258789,-17.372937092293213,purchase,15000.0,Democrats,-0.008842689392073234
Josh Gottheimer,G000583,2025-02-10,2025-01-17,NVDA,Sale,"$1,001 - $15,000",Representatives,1001.0,D,2025-02-11,ST,,2025-Q1,136.67743145335606,111.43000030517578,18.47227510768409,sale,15000.0,Democrats,0.009402243862071984
Shelley Moore Capito,C001047,2025-02-13,2025-01-17,MSFT,Sale (Partial),"$1,001 - $15,000",Senate,1001.0,R,2025-02-13,Stock,,2025-Q1,433.221350403684,390.5799865722656,-9.842858342896603,sale,15000.0,Republicans,0.578991667229212
Richard W. Allen,A000372,2025-02-20,2025-01-17,AZO,Purchase,"$15,001 - $50,000",Representatives,15001.0,R,2025-02-21,ST,,2025-Q1,3207.679931640625,3828.110107421875,19.342022552228894,purchase,50000.0,Republicans,19.342022552228894
Shelley Moore Capito,C001047,2025-02-13,2025-01-17,AAPL,Sale (Partial),"$1,001 - $15,000",Senate,1001.0,R,2025-02-13,Stock,,2025-Q1,231.86506609768284,223.8500061035156,-3.4567777410636484,sale,15000.0,Republicans,0.2033398671213911
Shelley Moore Capito,C001047,2025-02-13,2025-01-17,JPM,Sale (Partial),"$1,001 - $15,000",Senate,1001.0,R,2025-02-13,Stock,,2025-Q1,254.13999938964844,248.1199951171875,-2.3687748040130603,sale,15000.0,Republicans,0.13933969435370944
Shelley Moore Capito,C001047,2025-02-13,2025-01-17,LOW,Sale (Partial),"$1,001 - $15,000",Senate,1001.0,R,2025-02-13,Stock,,2025-Q1,258.8290956249243,232.1699981689453,-10.29988432776946,sale,15000.0,Republicans,0.6058755486923212
Shelley Moore Capito,C001047,2025-02-13,2025-01-17,PSX,Sale (Partial),"$1,001 - $15,000",Senate,1001.0,R,2025-02-13,Stock,,2025-Q1,118.6509024012614,124.72000122070312,5.115088631114544,sale,15000.0,Republicans,-0.3008875665361497
Shelley Moore Capito,C001047,2025-02-13,2025-01-17,AFL,Sale (Partial),"$1,001 - $15,000",Senate,1001.0,R,2025-02-13,Stock,,2025-Q1,105.35065485677558,110.77999877929688,5.153592950990672,sale,15000.0,Republicans,-0.30315252652886304
Josh Gottheimer,G000583,2025-02-10,2025-01-17,INTA,Sale,"$1,001 - $15,000",Representatives,1001.0,D,2025-02-11,ST,,2025-Q1,67.48999786376953,61.59000015258789,8.7420327425272,sale,15000.0,Democrats,0.004449626438340957
Shelley Moore Capito,C001047,2025-02-13,2025-01-17,GWW,Sale (Partial),"$1,001 - $15,000",Senate,1001.0,R,2025-02-13,Stock,,2025-Q1,1107.4638524158138,987.239990234375,-10.855782057281898,sale,15000.0,Republicans,0.6385754151342293
Shelley Moore Capito,C001047,2025-02-13,2025-01-17,ITW,Sale (Partial),"$1,001 - $15,000",Senate,1001.0,R,2025-02-13,Stock,,2025-Q1,257.5,251.9600067138672,-2.1514537033525483,sale,15000.0,Republicans,0.12655610019720873
Shelley Moore Capito,C001047,2025-02-13,2025-01-17,CB,Sale (Partial),"$1,001 - $15,000",Senate,1001.0,R,2025-02-13,Stock,,2025-Q1,274.0199890136719,298.3599853515625,8.882562336237527,sale,15000.0,Republicans,-0.5225036668375016
Shelley Moore Capito,C001047,2025-02-13,2025-01-17,BLK,Sale (Partial),"$1,001 - $15,000",Senate,1001.0,R,2025-02-13,Stock,,2025-Q1,995.466011965285,967.9400024414062,-2.765138055244692,sale,15000.0,Republicans,0.162655179720276
Julie Johnson,J000310,2025-02-12,2025-01-17,MRK,Purchase,"$1,001 - $15,000",Representatives,1001.0,D,2025-02-13,ST,,2025-Q1,99.60946855274535,87.5999984741211,-12.056554716246668,purchase,15000.0,Democrats,-0.11897915838401317
Thomas H. Kean Jr,K000398,2025-02-19,2025-01-16,AMZN,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-02-20,ST,,2025-Q1,224.4199981689453,201.3600006103516,-10.275375522119909,purchase,15000.0,Republicans,-0.9943911795599912
Byron Donalds,D000032,2025-02-10,2025-01-16,RLI,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2025-02-11,ST,,2025-Q1,76.10904950364959,79.27999877929688,-4.166323579557034,sale,15000.0,Republicans,-0.19839636093128732
Byron Donalds,D000032,2025-02-10,2025-01-16,MRK,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2025-02-11,ST,,2025-Q1,99.57972626216464,87.5999984741211,12.030287928794246,sale,15000.0,Republicans,0.572870853752107
John Boozman,B001236,2025-02-08,2025-01-16,TBLL,Purchase,"$1,001 - $15,000",Senate,1001.0,R,2025-02-08,Stock,,2025-Q1,104.62049867715564,105.5,0.8406586987874786,purchase,15000.0,Republicans,0.022720505372634557
Josh Gottheimer,G000583,2025-02-10,2025-01-16,SHEL,Purchase,"$1,001 - $15,000",Representatives,1001.0,D,2025-02-11,ST,,2025-Q1,65.48654309741352,73.29000091552734,11.916124212734683,purchase,15000.0,Democrats,0.0060652142243305136
Josh Gottheimer,G000583,2025-02-10,2025-01-16,PANW,Sale,"$1,001 - $15,000",Representatives,1001.0,D,2025-02-11,ST,,2025-Q1,176.0,174.44000244140625,0.8863622492009943,sale,15000.0,Democrats,0.0004511514671874759
Josh Gottheimer,G000583,2025-02-10,2025-01-16,MA,Sale,"$1,001 - $15,000",Representatives,1001.0,D,2025-02-11,ST,,2025-Q1,523.6199951171875,557.5700073242188,-6.483711952106249,sale,15000.0,Democrats,-0.003300158781187436
Josh Gottheimer,G000583,2025-02-10,2025-01-16,NSRGY,Purchase,"$1,001 - $15,000",Representatives,1001.0,D,2025-02-11,ST,,2025-Q1,80.51000213623047,101.80999755859376,26.45633443944231,purchase,15000.0,Democrats,0.013466067749970634
Josh Gottheimer,G000583,2025-02-10,2025-01-16,GOOG,Sale,"$1,001 - $15,000",Representatives,1001.0,D,2025-02-11,ST,,2025-Q1,195.60214951346643,164.0800018310547,16.11544032661132,sale,15000.0,Democrats,0.008202633352533757
David H. McCormick,M001243,2025-02-09,2025-01-16,RUM,Sale (Full),"$1,000,001 - $5,000,000",Senate,1000001.0,R,2025-02-10,Stock,,2025-Q1,11.010000228881836,7.699999809265137,-30.06358175119547,sale,5000000.0,Republicans,29.187943447762596
Byron Donalds,D000032,2025-02-10,2025-01-16,MRK,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2025-02-11,ST,,2025-Q1,99.57972626216464,87.5999984741211,12.030287928794246,sale,15000.0,Republicans,0.572870853752107
Josh Gottheimer,G000583,2025-02-10,2025-01-16,D,Purchase,"$1,001 - $15,000",Representatives,1001.0,D,2025-02-11,ST,,2025-Q1,52.896891201191366,54.470001220703125,2.973917717637684,purchase,15000.0,Democrats,0.0015137009081969887
Byron Donalds,D000032,2025-02-10,2025-01-16,RLI,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2025-02-11,ST,,2025-Q1,76.10904950364959,79.27999877929688,-4.166323579557034,sale,15000.0,Republicans,-0.19839636093128732
Byron Donalds,D000032,2025-02-10,2025-01-16,FCNCA,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-02-11,ST,,2025-Q1,2139.83847486356,1880.0699462890625,-12.139632576288763,purchase,15000.0,Republicans,-0.5780777417280364
Rob Bresnahan,B001327,2025-02-13,2025-01-16,LRCX,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-02-14,ST,,2025-Q1,78.65262715928323,74.80999755859375,-4.885570564486782,purchase,15000.0,Republicans,-0.01665535419711403
Josh Gottheimer,G000583,2025-02-10,2025-01-16,NVDA,Sale,"$1,001 - $15,000",Representatives,1001.0,D,2025-02-11,ST,,2025-Q1,138.6272498193542,111.43000030517578,19.618977906305783,sale,15000.0,Democrats,0.009985906637074543
Byron Donalds,D000032,2025-02-10,2025-01-16,GDDY,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-02-11,ST,,2025-Q1,199.6000061035156,182.77999877929688,-8.426857119180466,purchase,15000.0,Republicans,-0.40127891043716507
Josh Gottheimer,G000583,2025-02-10,2025-01-16,GMAB,Purchase,"$1,001 - $15,000",Representatives,1001.0,D,2025-02-11,ST,,2025-Q1,20.93000030517578,20.13999938964844,-3.774490702381808,purchase,15000.0,Democrats,-0.001921186309322264
Byron Donalds,D000032,2025-02-10,2025-01-16,RLI,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2025-02-11,ST,,2025-Q1,76.10904950364959,79.27999877929688,-4.166323579557034,sale,15000.0,Republicans,-0.19839636093128732
Josh Gottheimer,G000583,2025-02-10,2025-01-16,DHI,Purchase,"$1,001 - $15,000",Representatives,1001.0,D,2025-02-11,ST,,2025-Q1,144.9828657171089,130.0800018310547,-10.279051812324296,purchase,15000.0,Democrats,-0.005231957149130113
Byron Donalds,D000032,2025-02-10,2025-01-16,GDDY,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-02-11,ST,,2025-Q1,199.6000061035156,182.77999877929688,-8.426857119180466,purchase,15000.0,Republicans,-0.40127891043716507
Josh Gottheimer,G000583,2025-02-10,2025-01-16,META,Sale,"$1,001 - $15,000",Representatives,1001.0,D,2025-02-11,ST,,2025-Q1,610.9564262093133,602.5800170898438,1.3710321653282431,sale,15000.0,Democrats,0.0006978446718671072
Josh Gottheimer,G000583,2025-02-10,2025-01-16,TDG,Sale,"$1,001 - $15,000",Representatives,1001.0,D,2025-02-11,ST,,2025-Q1,1298.1600341796875,1384.260009765625,-6.632462355871587,sale,15000.0,Democrats,-0.0033758715757744757
Josh Gottheimer,G000583,2025-02-10,2025-01-16,JNJ,Purchase,"$1,001 - $15,000",Representatives,1001.0,D,2025-02-11,ST,,2025-Q1,143.17395721264543,163.1300048828125,13.938322344843664,purchase,15000.0,Democrats,0.007094497291233627
Tim Moore,M001236,2025-02-15,2025-01-16,HOG,Sale,"$100,001 - $250,000",Representatives,100001.0,R,2025-02-17,ST,,2025-Q1,29.10015078768013,25.940000534057617,10.859566593587536,sale,250000.0,Republicans,0.7949902337911813
Josh Gottheimer,G000583,2025-02-10,2025-01-16,UNICY,Purchase,"$1,001 - $15,000",Representatives,1001.0,D,2025-02-11,ST,,2025-Q1,3.9600000381469727,3.9600000381469727,0.0,purchase,15000.0,Democrats,0.0
Josh Gottheimer,G000583,2025-02-10,2025-01-16,TLK,Purchase,"$1,001 - $15,000",Representatives,1001.0,D,2025-02-11,ST,,2025-Q1,16.190000534057617,14.90999984741211,-7.906118866104247,purchase,15000.0,Democrats,-0.004024152799170808
Josh Gottheimer,G000583,2025-02-10,2025-01-16,MSFT,Sale,"$1,001 - $15,000",Representatives,1001.0,D,2025-02-11,ST,,2025-Q1,427.8421276061569,390.5799865722656,8.709320244450609,sale,15000.0,Democrats,0.004432976032126201
Josh Gottheimer,G000583,2025-02-10,2025-01-16,KO,Purchase,"$1,001 - $15,000",Representatives,1001.0,D,2025-02-11,ST,,2025-Q1,60.9700693900409,70.73999786376953,16.024138682257256,purchase,15000.0,Democrats,0.008156161528125512
John Boozman,B001236,2025-02-08,2025-01-16,SPY,Sale (Full),"$1,001 - $15,000",Senate,1001.0,R,2025-02-08,Stock,,2025-Q1,592.3879811065466,567.0800170898438,-4.272194039019668,sale,15000.0,Republicans,0.11546470375728833
Julie Johnson,J000310,2025-02-12,2025-01-15,PEP,Purchase,"$1,001 - $15,000",Representatives,1001.0,D,2025-02-13,ST,,2025-Q1,144.21493842565462,149.6699981689453,3.7825899333603847,purchase,15000.0,Democrats,0.0373281901318459
Jared Moskowitz,M001217,2025-02-10,2025-01-15,MRK,Sale,"$1,001 - $15,000",Representatives,1001.0,D,2025-02-11,ST,,2025-Q1,99.242635888711,87.5999984741211,11.7314874905638,sale,15000.0,Democrats,0.6517493050313222
Jared Moskowitz,M001217,2025-02-10,2025-01-15,MCK,Purchase,"$1,001 - $15,000",Representatives,1001.0,D,2025-02-11,ST,,2025-Q1,591.6232033037577,665.6699829101562,12.515868071587558,purchase,15000.0,Democrats,0.6953260039770865
Jared Moskowitz,M001217,2025-02-10,2025-01-15,ABT,Sale,"$1,001 - $15,000",Representatives,1001.0,D,2025-02-11,ST,,2025-Q1,112.1500015258789,131.35000610351562,-17.119932515744342,sale,15000.0,Democrats,-0.9511073619857967
Julie Johnson,J000310,2025-02-12,2025-01-15,MRNA,Sale,"$1,001 - $15,000",Representatives,1001.0,D,2025-02-13,ST,,2025-Q1,35.18000030517578,32.119998931884766,8.698127762212723,sale,15000.0,Democrats,0.08583678712709923
Jared Moskowitz,M001217,2025-02-10,2025-01-15,MCK,Purchase,"$1,001 - $15,000",Representatives,1001.0,D,2025-02-11,ST,,2025-Q1,591.6232033037577,665.6699829101562,12.515868071587558,purchase,15000.0,Democrats,0.6953260039770865
Julie Johnson,J000310,2025-02-12,2025-01-15,NEE,Purchase,"$1,001 - $15,000",Representatives,1001.0,D,2025-02-13,ST,,2025-Q1,68.70389120604197,70.02999877929688,1.930178262069501,purchase,15000.0,Democrats,0.019047811796738496
Julie Johnson,J000310,2025-02-12,2025-01-15,JNPR,Purchase,"$1,001 - $15,000",Representatives,1001.0,D,2025-02-13,ST,,2025-Q1,38.484685278996295,36.150001525878906,-6.066526817595113,purchase,15000.0,Democrats,-0.059867040963109665
Jared Moskowitz,M001217,2025-02-10,2025-01-15,GS,Purchase,"$1,001 - $15,000",Representatives,1001.0,D,2025-02-11,ST,,2025-Q1,595.0493328913241,558.9199829101562,-6.071656244973264,purchase,15000.0,Democrats,-0.337314235831848
Jared Moskowitz,M001217,2025-02-10,2025-01-15,ABT,Sale,"$1,001 - $15,000",Representatives,1001.0,D,2025-02-11,ST,,2025-Q1,112.1500015258789,131.35000610351562,-17.119932515744342,sale,15000.0,Democrats,-0.9511073619857967
Jared Moskowitz,M001217,2025-02-10,2025-01-15,GS,Purchase,"$1,001 - $15,000",Representatives,1001.0,D,2025-02-11,ST,,2025-Q1,595.0493328913241,558.9199829101562,-6.071656244973264,purchase,15000.0,Democrats,-0.337314235831848
Julie Johnson,J000310,2025-02-12,2025-01-15,AMT,Sale,"$1,001 - $15,000",Representatives,1001.0,D,2025-02-13,ST,,2025-Q1,184.0500030517578,214.0399932861328,-16.294479618096684,sale,15000.0,Democrats,-0.16080078570490147
Jared Moskowitz,M001217,2025-02-10,2025-01-15,ABT,Sale,"$1,001 - $15,000",Representatives,1001.0,D,2025-02-11,ST,,2025-Q1,112.1500015258789,131.35000610351562,-17.119932515744342,sale,15000.0,Democrats,-0.9511073619857967
Julie Johnson,J000310,2025-02-12,2025-01-15,WBA,Purchase,"$1,001 - $15,000",Representatives,1001.0,D,2025-02-13,ST,,2025-Q1,12.460000038146973,11.15999984741211,-10.433388336716224,purchase,15000.0,Democrats,-0.10296106911233116
Julie Johnson,J000310,2025-02-12,2025-01-15,DOW,Purchase,"$1,001 - $15,000",Representatives,1001.0,D,2025-02-13,ST,,2025-Q1,39.74266058130939,35.2400016784668,-11.329535660126766,purchase,15000.0,Democrats,-0.1118046282249352
Julie Johnson,J000310,2025-02-12,2025-01-15,ENPH,Purchase,"$1,001 - $15,000",Representatives,1001.0,D,2025-02-13,ST,,2025-Q1,68.51000213623047,60.709999084472656,-11.385203340451948,purchase,15000.0,Democrats,-0.11235398033340739
Julie Johnson,J000310,2025-02-12,2025-01-15,CAG,Sale,"$1,001 - $15,000",Representatives,1001.0,D,2025-02-13,ST,,2025-Q1,25.696333526749925,26.459999084472656,-2.971885296117263,sale,15000.0,Democrats,-0.029327815422209833
Jared Moskowitz,M001217,2025-02-10,2025-01-15,ABBV,Purchase,"$1,001 - $15,000",Representatives,1001.0,D,2025-02-11,ST,,2025-Q1,173.52000427246094,202.72000122070312,16.828029177772716,purchase,15000.0,Democrats,0.934890509876262
Jared Moskowitz,M001217,2025-02-10,2025-01-15,CNI,Sale,"$1,001 - $15,000",Representatives,1001.0,D,2025-02-11,ST,,2025-Q1,101.48999786376952,99.76000213623048,1.7045972647090242,sale,15000.0,Democrats,0.09469984803939023
