Quarter,Representative,PartyName,Party,Ticker,Transaction,StandardizedTransaction,TradeAmount_UpperRange_$,Range,Date,TransactionDate,PriceChange,SPYChange,BioGuideID,ReportDate,House,Amount,last_modified,TickerType,Description,ExcessReturn
2025-Q1,Julie Johnson,Democrats,D,TFC,Sale,Sale,15000.0,"$1,001 - $15,000",2025-02-11,2025-02-11,-12.5052809463456,-6.53732147669092,J000310,2025-03-12,Representatives,1001.0,2025-03-13,ST,,-5.96795946965467
2025-Q1,Julie Johnson,Democrats,D,DOX,Sale,Sale,15000.0,"$1,001 - $15,000",2025-02-11,2025-02-11,2.25903614457832,-6.53732147669092,J000310,2025-03-12,Representatives,1001.0,2025-03-13,ST,,8.79635762126923
2025-Q1,Julie Johnson,Democrats,D,ZBH,Sale,Sale,15000.0,"$1,001 - $15,000",2025-02-11,2025-02-11,11.8710850676904,-6.53732147669092,J000310,2025-03-12,Representatives,1001.0,2025-03-13,ST,,18.4084065443814
2025-Q1,Julie Johnson,Democrats,D,CACI,Sale,Sale,15000.0,"$1,001 - $15,000",2025-02-11,2025-02-11,0.328839197632355,-6.53732147669092,J000310,2025-03-12,Representatives,1001.0,2025-03-13,ST,,6.86616067432327
2025-Q1,Julie Johnson,Democrats,D,PYPL,Sale,Sale,15000.0,"$1,001 - $15,000",2025-02-11,2025-02-11,-7.89922582338275,-6.53732147669092,J000310,2025-03-12,Representatives,1001.0,2025-03-13,ST,,-1.36190434669184
2025-Q1,Julie Johnson,Democrats,D,TSLA,Sale,Sale,15000.0,"$1,001 - $15,000",2025-02-11,2025-02-11,-24.2891933028919,-6.53732147669092,J000310,2025-03-12,Representatives,1001.0,2025-03-13,ST,,-17.751871826201
2025-Q1,Julie Johnson,Democrats,D,NXPI,Purchase,Purchase,15000.0,"$1,001 - $15,000",2025-02-05,2025-02-05,-5.90883511536298,-6.36406176883482,J000310,2025-03-12,Representatives,1001.0,2025-03-13,ST,,0.455226653471837
2025-Q1,Julie Johnson,Democrats,D,MCHP,Sale,Sale,15000.0,"$1,001 - $15,000",2025-02-05,2025-02-05,-3.32710280373832,-6.36406176883482,J000310,2025-03-12,Representatives,1001.0,2025-03-13,ST,,3.0369589650965
2025-Q1,Julie Johnson,Democrats,D,ETN,Purchase,Purchase,15000.0,"$1,001 - $15,000",2025-02-03,2025-02-03,-6.33144161567484,-5.35564853556486,J000310,2025-03-12,Representatives,1001.0,2025-03-13,ST,,-0.975793080109981
2025-Q1,Eleanor Holmes Norton,Democrats,D,BRK.B,Sale,Sale,50000.0,"$15,001 - $50,000",2025-03-05,2025-03-05,4.69608826479438,-3.0089485458613,N000147,2025-03-11,Representatives,15001.0,2025-03-12,ST,,7.70503681065567
2025-Q1,Tim Moore,Republicans,R,ROK,Sale,Sale,50000.0,"$15,001 - $50,000",2025-02-21,2025-02-21,-12.3399498678951,-5.70729497054826,M001236,2025-03-11,Representatives,15001.0,2025-03-12,ST,,-6.63265489734687
2025-Q1,Tim Moore,Republicans,R,GD,Sale,Sale,15000.0,"$1,001 - $15,000",2025-02-20,2025-02-20,6.99025182778231,-7.31159807589524,M001236,2025-03-11,Representatives,1001.0,2025-03-12,ST,,14.3018499036775
2025-Q1,Tim Moore,Republicans,R,F,Purchase,Purchase,50000.0,"$15,001 - $50,000",2025-02-13,2025-02-13,6.95187165775401,-7.20744823158007,M001236,2025-03-11,Representatives,15001.0,2025-03-12,ST,,14.1593198893341
2025-Q1,Tim Moore,Republicans,R,HOG,Sale,Sale,100000.0,"$50,001 - $100,000",2025-02-12,2025-02-12,-5.36193029490616,-6.22735711324597,M001236,2025-03-11,Representatives,50001.0,2025-03-12,ST,,0.865426818339808
2025-Q1,Tim Moore,Republicans,R,HOG,Purchase,Purchase,100000.0,"$50,001 - $100,000",2025-02-12,2025-02-12,-5.36193029490616,-6.22735711324597,M001236,2025-03-11,Representatives,50001.0,2025-03-12,ST,,0.865426818339808
2025-Q1,Tim Moore,Republicans,R,F,Purchase,Purchase,50000.0,"$15,001 - $50,000",2025-02-10,2025-02-10,8.22510822510822,-6.45329497437741,M001236,2025-03-11,Representatives,15001.0,2025-03-12,ST,,14.6784031994856
2025-Q1,Tim Moore,Republicans,R,HOG,Sale,Sale,250000.0,"$100,001 - $250,000",2025-02-10,2025-02-10,-4.11331005044625,-6.45329497437741,M001236,2025-03-11,Representatives,100001.0,2025-03-12,ST,,2.33998492393116
2025-Q1,Tim Moore,Republicans,R,F,Purchase,Purchase,100000.0,"$50,001 - $100,000",2025-02-07,2025-02-07,8.22510822510822,-5.78413618254257,M001236,2025-03-11,Representatives,50001.0,2025-03-12,ST,,14.0092444076508
2025-Q1,Tim Moore,Republicans,R,HOG,Purchase,Purchase,250000.0,"$100,001 - $250,000",2025-02-06,2025-02-06,-7.52245508982035,-6.69990315985797,M001236,2025-03-11,Representatives,100001.0,2025-03-12,ST,,-0.822551929962382
2025-Q1,Tim Moore,Republicans,R,F,Purchase,Purchase,50000.0,"$15,001 - $50,000",2025-02-06,2025-02-06,7.99136069114471,-6.69990315985797,M001236,2025-03-11,Representatives,15001.0,2025-03-12,ST,,14.6912638510027
2025-Q1,Tim Moore,Republicans,R,SMCYY,Sale,Sale,250000.0,"$100,001 - $250,000",2025-02-06,2025-02-06,,,M001236,2025-03-11,Representatives,100001.0,2025-03-12,ST,,
2025-Q1,Tim Moore,Republicans,R,HOG,Sale,Sale,250000.0,"$100,001 - $250,000",2025-02-05,2025-02-05,-6.40151515151514,-6.36406176883482,M001236,2025-03-11,Representatives,100001.0,2025-03-12,ST,,-0.0374533826803241
2025-Q1,Tim Moore,Republicans,R,F,Sale,Sale,100000.0,"$50,001 - $100,000",2025-02-05,2025-02-05,-0.0999000999000978,-6.36406176883482,M001236,2025-03-11,Representatives,50001.0,2025-03-12,ST,,6.26416166893472
2025-Q1,Tim Moore,Republicans,R,F,Purchase,Purchase,100000.0,"$50,001 - $100,000",2025-02-04,2025-02-04,-1.5748031496063,-5.97994036324208,M001236,2025-03-11,Representatives,50001.0,2025-03-12,ST,,4.40513721363578
2025-Q1,Tim Moore,Republicans,R,HOG,Purchase,Purchase,100000.0,"$50,001 - $100,000",2025-02-04,2025-02-04,-7.86726323639075,-5.97994036324208,M001236,2025-03-11,Representatives,50001.0,2025-03-12,ST,,-1.88732287314867
2025-Q1,Tim Moore,Republicans,R,SMCYY,Purchase,Purchase,50000.0,"$15,001 - $50,000",2025-02-04,2025-02-04,,,M001236,2025-03-11,Representatives,15001.0,2025-03-12,ST,,
2025-Q1,James E. Banks,Republicans,R,YUM,Sale (Full),Sale,15000.0,"$1,001 - $15,000",2025-02-18,2025-02-18,6.53843539726773,-7.4780814853017,B001299,2025-03-10,Senate,1001.0,2025-03-10,Other Securities,"Company: Yum                                                                                                             (Louisville, KY)  Description: Food",14.0165168825694
2025-Q1,Mikie Sherrill,Democrats,D,UBS,Sale,Sale,500000.0,"$250,001 - $500,000",2025-03-07,2025-03-07,-4.12884333821375,-1.74689807557931,S001207,2025-03-10,Representatives,250001.0,2025-03-11,ST,,-2.38194526263444
2025-Q1,Rob Bresnahan,Republicans,R,BABA,Purchase,Purchase,15000.0,"$1,001 - $15,000",2025-02-21,2025-02-21,-5.98956521739131,-5.70729497054826,B001327,2025-03-10,Representatives,1001.0,2025-03-11,ST,,-0.282270246843058
2025-Q1,Rob Bresnahan,Republicans,R,HOOD,Sale,Sale,15000.0,"$1,001 - $15,000",2025-02-20,2025-02-20,-20.8704958972529,-7.31159807589524,B001327,2025-03-10,Representatives,1001.0,2025-03-11,ST,,-13.5588978213577
2025-Q1,Rob Bresnahan,Republicans,R,META,Sale,Sale,15000.0,"$1,001 - $15,000",2025-02-20,2025-02-20,-14.1888780150826,-7.31159807589524,B001327,2025-03-10,Representatives,1001.0,2025-03-11,ST,,-6.87727993918737
2025-Q1,Rob Bresnahan,Republicans,R,INTC,Purchase,Purchase,15000.0,"$1,001 - $15,000",2025-02-20,2025-02-20,-7.01418167880413,-7.31159807589524,B001327,2025-03-10,Representatives,1001.0,2025-03-11,ST,,0.297416397091103
2025-Q1,Rob Bresnahan,Republicans,R,ALAB,Sale,Sale,15000.0,"$1,001 - $15,000",2025-02-18,2025-02-18,-23.7697008684464,-7.4780814853017,B001327,2025-03-10,Representatives,1001.0,2025-03-11,ST,,-16.2916193831448
2025-Q1,Lloyd Doggett,Democrats,D,PG,Purchase,Purchase,15000.0,"$1,001 - $15,000",2025-02-18,2025-02-18,0.761651453787095,-7.4780814853017,D000399,2025-03-10,Representatives,1001.0,2025-03-11,ST,REINVEST SHARES,8.23973293908879
2025-Q1,Rob Bresnahan,Republicans,R,ORCL,Sale,Sale,15000.0,"$1,001 - $15,000",2025-02-14,2025-02-14,-12.5918695452458,-7.21075817296546,B001327,2025-03-10,Representatives,1001.0,2025-03-11,ST,,-5.38111137228029
2025-Q1,Rob Bresnahan,Republicans,R,INTC,Purchase,Purchase,15000.0,"$1,001 - $15,000",2025-02-14,2025-02-14,2.79661016949153,-7.21075817296546,B001327,2025-03-10,Representatives,1001.0,2025-03-11,ST,,10.007368342457
2025-Q1,Rob Bresnahan,Republicans,R,RDDT,Purchase,Purchase,15000.0,"$1,001 - $15,000",2025-02-14,2025-02-14,-41.0836134025868,-7.21075817296546,B001327,2025-03-10,Representatives,1001.0,2025-03-11,ST,,-33.8728552296214
2025-Q1,Marjorie Taylor Greene,Republicans,R,CRWD,Purchase,Purchase,15000.0,"$1,001 - $15,000",2025-03-07,2025-03-07,8.61769115442279,-1.74689807557931,G000596,2025-03-09,Representatives,1001.0,2025-03-10,ST,,10.3645892300021
2025-Q1,Marjorie Taylor Greene,Republicans,R,TSLA,Purchase,Purchase,15000.0,"$1,001 - $15,000",2025-03-07,2025-03-07,-5.31465336734306,-1.74689807557931,G000596,2025-03-09,Representatives,1001.0,2025-03-10,ST,,-3.56775529176375
2025-Q1,Marjorie Taylor Greene,Republicans,R,DG,Purchase,Purchase,15000.0,"$1,001 - $15,000",2025-03-07,2025-03-07,2.2238514173998,-1.74689807557931,G000596,2025-03-09,Representatives,1001.0,2025-03-10,ST,,3.97074949297911
2025-Q1,Marjorie Taylor Greene,Republicans,R,GS,Purchase,Purchase,15000.0,"$1,001 - $15,000",2025-03-07,2025-03-07,0.977361659549382,-1.74689807557931,G000596,2025-03-09,Representatives,1001.0,2025-03-10,ST,,2.72425973512869
2025-Q1,Marjorie Taylor Greene,Republicans,R,PI,Purchase,Purchase,15000.0,"$1,001 - $15,000",2025-03-03,2025-03-03,2.87244956115353,-3.10288311107799,G000596,2025-03-09,Representatives,1001.0,2025-03-10,ST,,5.97533267223153
2025-Q1,Marjorie Taylor Greene,Republicans,R,IBIT,Purchase,Purchase,50000.0,"$15,001 - $50,000",2025-03-03,2025-03-03,-2.45398773006134,-3.10288311107799,G000596,2025-03-09,Representatives,15001.0,2025-03-10,ST,,0.648895381016654
2025-Q1,Marjorie Taylor Greene,Republicans,R,DG,Purchase,Purchase,15000.0,"$1,001 - $15,000",2025-03-03,2025-03-03,16.3722353595771,-3.10288311107799,G000596,2025-03-09,Representatives,1001.0,2025-03-10,ST,,19.4751184706551
2025-Q1,Jefferson Shreve,Republicans,R,TJX,Sale,Sale,50000.0,"$15,001 - $50,000",2025-02-24,2025-02-24,-4.40437968222606,-5.25913246166733,S001229,2025-03-09,Representatives,15001.0,2025-03-10,ST,PORTFOLIO REBALANCE,0.854752779441275
2025-Q1,Jefferson Shreve,Republicans,R,TTD,Sale,Sale,15000.0,"$1,001 - $15,000",2025-02-24,2025-02-24,-24.1105121293801,-5.25913246166733,S001229,2025-03-09,Representatives,1001.0,2025-03-10,ST,PORTFOLIO REBALANCE,-18.8513796677127
2025-Q1,Jefferson Shreve,Republicans,R,CMCSA,Sale,Sale,50000.0,"$15,001 - $50,000",2025-02-24,2025-02-24,1.23966942148761,-5.25913246166733,S001229,2025-03-09,Representatives,15001.0,2025-03-10,ST,PORTFOLIO REBALANCE,6.49880188315495
2025-Q1,Jefferson Shreve,Republicans,R,HOPE,Sale,Sale,50000.0,"$15,001 - $50,000",2025-02-24,2025-02-24,-2.97121634168988,-5.25913246166733,S001229,2025-03-09,Representatives,15001.0,2025-03-10,ST,PORTFOLIO REBALANCE,2.28791611997745
2025-Q1,Jefferson Shreve,Republicans,R,PLD,Purchase,Purchase,50000.0,"$15,001 - $50,000",2025-02-24,2025-02-24,-10.1963058063447,-5.25913246166733,S001229,2025-03-09,Representatives,15001.0,2025-03-10,ST,PORTFOLIO REBALANCE,-4.9371733446774
2025-Q1,Jefferson Shreve,Republicans,R,HAL,Sale,Sale,50000.0,"$15,001 - $50,000",2025-02-24,2025-02-24,-7.4794315632012,-5.25913246166733,S001229,2025-03-09,Representatives,15001.0,2025-03-10,ST,PORTFOLIO REBALANCE,-2.22029910153386
2025-Q1,Jefferson Shreve,Republicans,R,PWR,Sale,Sale,100000.0,"$50,001 - $100,000",2025-02-24,2025-02-24,3.41610117211598,-5.25913246166733,S001229,2025-03-09,Representatives,50001.0,2025-03-10,ST,PORTFOLIO REBALANCE,8.67523363378332
2025-Q1,Jefferson Shreve,Republicans,R,ITT,Sale,Sale,100000.0,"$50,001 - $100,000",2025-02-24,2025-02-24,-4.03609749165066,-5.25913246166733,S001229,2025-03-09,Representatives,50001.0,2025-03-10,ST,PORTFOLIO REBALANCE,1.22303497001667
2025-Q1,Jefferson Shreve,Republicans,R,RPD,Sale,Sale,50000.0,"$15,001 - $50,000",2025-02-24,2025-02-24,-10.133418043202,-5.25913246166733,S001229,2025-03-09,Representatives,15001.0,2025-03-10,ST,PORTFOLIO REBALANCE,-4.8742855815347
2025-Q1,Jefferson Shreve,Republicans,R,CI,Purchase,Purchase,50000.0,"$15,001 - $50,000",2025-02-24,2025-02-24,5.19234602352003,-5.25913246166733,S001229,2025-03-09,Representatives,15001.0,2025-03-10,ST,PORTFOLIO REBALANCE,10.4514784851874
2025-Q1,Jefferson Shreve,Republicans,R,GE,Purchase,Purchase,100000.0,"$50,001 - $100,000",2025-02-24,2025-02-24,2.72759297468672,-5.25913246166733,S001229,2025-03-09,Representatives,50001.0,2025-03-10,ST,PORTFOLIO REBALANCE,7.98672543635406
2025-Q1,Jefferson Shreve,Republicans,R,BUSE,Purchase,Purchase,50000.0,"$15,001 - $50,000",2025-02-24,2025-02-24,-8.125,-5.25913246166733,S001229,2025-03-09,Representatives,15001.0,2025-03-10,ST,PORTFOLIO REBALANCE,-2.86586753833266
2025-Q1,Jefferson Shreve,Republicans,R,AKAM,Sale,Sale,50000.0,"$15,001 - $50,000",2025-02-24,2025-02-24,4.36574372182872,-5.25913246166733,S001229,2025-03-09,Representatives,15001.0,2025-03-10,ST,PORTFOLIO REBALANCE,9.62487618349605
2025-Q1,Jefferson Shreve,Republicans,R,LEN,Sale,Sale,50000.0,"$15,001 - $50,000",2025-02-24,2025-02-24,-3.83106585426926,-5.25913246166733,S001229,2025-03-09,Representatives,15001.0,2025-03-10,ST,PORTFOLIO REBALANCE,1.42806660739807
2025-Q1,Jefferson Shreve,Republicans,R,NVDA,Purchase,Purchase,50000.0,"$15,001 - $50,000",2025-02-24,2025-02-24,-9.65612526865213,-5.25913246166733,S001229,2025-03-09,Representatives,15001.0,2025-03-10,ST,PORTFOLIO REBALANCE,-4.3969928069848
2025-Q1,Jefferson Shreve,Republicans,R,QCOM,Purchase,Purchase,50000.0,"$15,001 - $50,000",2025-02-24,2025-02-24,-2.65673494723774,-5.25913246166733,S001229,2025-03-09,Representatives,15001.0,2025-03-10,ST,PORTFOLIO REBALANCE,2.60239751442959
2025-Q1,Jefferson Shreve,Republicans,R,DVN,Purchase,Purchase,50000.0,"$15,001 - $50,000",2025-02-24,2025-02-24,-3.10908603591531,-5.25913246166733,S001229,2025-03-09,Representatives,15001.0,2025-03-10,ST,PORTFOLIO REBALANCE,2.15004642575202
2025-Q1,Jefferson Shreve,Republicans,R,ACGL,Purchase,Purchase,50000.0,"$15,001 - $50,000",2025-02-24,2025-02-24,2.71356783919599,-5.25913246166733,S001229,2025-03-09,Representatives,15001.0,2025-03-10,ST,PORTFOLIO REBALANCE,7.97270030086332
2025-Q1,Jefferson Shreve,Republicans,R,ELV,Purchase,Purchase,50000.0,"$15,001 - $50,000",2025-02-24,2025-02-24,10.8835591548565,-5.25913246166733,S001229,2025-03-09,Representatives,15001.0,2025-03-10,ST,PORTFOLIO REBALANCE,16.1426916165238
2025-Q1,Jefferson Shreve,Republicans,R,AVGO,Purchase,Purchase,250000.0,"$100,001 - $250,000",2025-02-24,2025-02-24,-7.82474871350936,-5.25913246166733,S001229,2025-03-09,Representatives,100001.0,2025-03-10,ST,,-2.56561625184203
2025-Q1,Jefferson Shreve,Republicans,R,XOM,Purchase,Purchase,100000.0,"$50,001 - $100,000",2025-02-24,2025-02-24,3.80156376381774,-5.25913246166733,S001229,2025-03-09,Representatives,50001.0,2025-03-10,ST,PORTFOLIO REBALANCE,9.06069622548508
2025-Q1,Jefferson Shreve,Republicans,R,CAT,Sale,Sale,100000.0,"$50,001 - $100,000",2025-02-24,2025-02-24,-0.926472323852249,-5.25913246166733,S001229,2025-03-09,Representatives,50001.0,2025-03-10,ST,PORTFOLIO REBALANCE,4.33266013781508
2025-Q1,Jefferson Shreve,Republicans,R,PRI,Sale,Sale,50000.0,"$15,001 - $50,000",2025-02-24,2025-02-24,3.37911488990624,-5.25913246166733,S001229,2025-03-09,Representatives,15001.0,2025-03-10,ST,PORTFOLIO REBALANCE,8.63824735157357
2025-Q1,Jefferson Shreve,Republicans,R,UPS,Sale,Sale,50000.0,"$15,001 - $50,000",2025-02-24,2025-02-24,-0.91253443526171,-5.25913246166733,S001229,2025-03-09,Representatives,15001.0,2025-03-10,ST,PORTFOLIO REBALANCE,4.34659802640562
2025-Q1,Jefferson Shreve,Republicans,R,ALB,Sale,Sale,50000.0,"$15,001 - $50,000",2025-02-24,2025-02-24,-4.28236455633716,-5.25913246166733,S001229,2025-03-09,Representatives,15001.0,2025-03-10,ST,PORTFOLIO REBALANCE FILING ID #20027879,0.976767905330176
2025-Q1,Jefferson Shreve,Republicans,R,UNH,Sale,Sale,50000.0,"$15,001 - $50,000",2025-02-24,2025-02-24,11.9886462125152,-5.25913246166733,S001229,2025-03-09,Representatives,15001.0,2025-03-10,ST,PORTFOLIO REBALANCE,17.2477786741825
2025-Q1,Jefferson Shreve,Republicans,R,MSFT,Sale,Sale,100000.0,"$50,001 - $100,000",2025-02-24,2025-02-24,-3.15346534653466,-5.25913246166733,S001229,2025-03-09,Representatives,50001.0,2025-03-10,ST,PORTFOLIO REBALANCE,2.10566711513268
2025-Q1,Jefferson Shreve,Republicans,R,MSTR,Purchase,Purchase,50000.0,"$15,001 - $50,000",2025-02-24,2025-02-24,7.5116706747772,-5.25913246166733,S001229,2025-03-09,Representatives,15001.0,2025-03-10,ST,PORTFOLIO REBALANCE,12.7708031364445
2025-Q1,Jefferson Shreve,Republicans,R,VRTX,Purchase,Purchase,50000.0,"$15,001 - $50,000",2025-02-24,2025-02-24,4.47420325962836,-5.25913246166733,S001229,2025-03-09,Representatives,15001.0,2025-03-10,ST,PORTFOLIO REBALANCE,9.7333357212957
2025-Q1,Jefferson Shreve,Republicans,R,OXY,Purchase,Purchase,50000.0,"$15,001 - $50,000",2025-02-24,2025-02-24,-3.85078219013237,-5.25913246166733,S001229,2025-03-09,Representatives,15001.0,2025-03-10,ST,PORTFOLIO REBALANCE,1.40835027153496
2025-Q1,Jefferson Shreve,Republicans,R,CSGP,Purchase,Purchase,50000.0,"$15,001 - $50,000",2025-02-24,2025-02-24,1.25177442250613,-5.25913246166733,S001229,2025-03-09,Representatives,15001.0,2025-03-10,ST,PORTFOLIO REBALANCE,6.51090688417346
2025-Q1,Jefferson Shreve,Republicans,R,UNP,Purchase,Purchase,50000.0,"$15,001 - $50,000",2025-02-24,2025-02-24,-3.48698056369414,-5.25913246166733,S001229,2025-03-09,Representatives,15001.0,2025-03-10,ST,PORTFOLIO REBALANCE,1.77215189797319
2025-Q1,Jefferson Shreve,Republicans,R,APP,Purchase,Purchase,50000.0,"$15,001 - $50,000",2025-02-24,2025-02-24,-23.4912900475088,-5.25913246166733,S001229,2025-03-09,Representatives,15001.0,2025-03-10,ST,PORTFOLIO REBALANCE,-18.2321575858415
2025-Q1,Jefferson Shreve,Republicans,R,SHW,Purchase,Purchase,50000.0,"$15,001 - $50,000",2025-02-24,2025-02-24,-2.75103963707214,-5.25913246166733,S001229,2025-03-09,Representatives,15001.0,2025-03-10,ST,PORTFOLIO REBALANCE,2.50809282459519
2025-Q1,Jefferson Shreve,Republicans,R,EXPO,Purchase,Purchase,50000.0,"$15,001 - $50,000",2025-02-24,2025-02-24,-6.93559801840056,-5.25913246166733,S001229,2025-03-09,Representatives,15001.0,2025-03-10,ST,PORTFOLIO REBALANCE,-1.67646555673323
2025-Q1,Jefferson Shreve,Republicans,R,MRP,Sale,Sale,15000.0,"$1,001 - $15,000",2025-02-24,2025-02-24,9.3143596377749,-5.25913246166733,S001229,2025-03-09,Representatives,1001.0,2025-03-10,ST,PORTFOLIO REBALANCE,14.5734920994422
2025-Q1,Jefferson Shreve,Republicans,R,PFE,Purchase,Purchase,50000.0,"$15,001 - $50,000",2025-02-24,2025-02-24,-1.38836772983113,-5.25913246166733,S001229,2025-03-09,Representatives,15001.0,2025-03-10,ST,PORTFOLIO REBALANCE,3.8707647318362
2025-Q1,Jefferson Shreve,Republicans,R,HOG,Sale,Sale,50000.0,"$15,001 - $50,000",2025-02-24,2025-02-24,-6.68429003021148,-5.25913246166733,S001229,2025-03-09,Representatives,15001.0,2025-03-10,ST,PORTFOLIO REBALANCE,-1.42515756854414
2025-Q1,Jefferson Shreve,Republicans,R,BC,Purchase,Purchase,50000.0,"$15,001 - $50,000",2025-02-24,2025-02-24,-8.9842494374799,-5.25913246166733,S001229,2025-03-09,Representatives,15001.0,2025-03-10,ST,PORTFOLIO REBALANCE,-3.72511697581257
2025-Q1,Jefferson Shreve,Republicans,R,INTU,Sale,Sale,50000.0,"$15,001 - $50,000",2025-02-24,2025-02-24,6.4875537691277,-5.25913246166733,S001229,2025-03-09,Representatives,15001.0,2025-03-10,ST,PORTFOLIO REBALANCE,11.746686230795
2025-Q1,Jefferson Shreve,Republicans,R,FIS,Purchase,Purchase,50000.0,"$15,001 - $50,000",2025-02-24,2025-02-24,5.73735043967131,-5.25913246166733,S001229,2025-03-09,Representatives,15001.0,2025-03-10,ST,PORTFOLIO REBALANCE,10.9964829013386
2025-Q1,Jefferson Shreve,Republicans,R,XYZ,Sale,Sale,50000.0,"$15,001 - $50,000",2025-02-24,2025-02-24,-7.29672330097088,-5.25913246166733,S001229,2025-03-09,Representatives,15001.0,2025-03-10,ST,PORTFOLIO REBALANCE,-2.03759083930354
2025-Q1,Jefferson Shreve,Republicans,R,RTX,Purchase,Purchase,50000.0,"$15,001 - $50,000",2025-02-24,2025-02-24,5.5329665949135,-5.25913246166733,S001229,2025-03-09,Representatives,15001.0,2025-03-10,ST,PORTFOLIO REBALANCE,10.7920990565808
2025-Q1,Jefferson Shreve,Republicans,R,RGLD,Purchase,Purchase,50000.0,"$15,001 - $50,000",2025-02-24,2025-02-24,3.904440473827,-5.25913246166733,S001229,2025-03-09,Representatives,15001.0,2025-03-10,ST,PORTFOLIO REBALANCE,9.16357293549433
2025-Q1,Jefferson Shreve,Republicans,R,HD,Purchase,Purchase,50000.0,"$15,001 - $50,000",2025-02-24,2025-02-24,-8.17687359447729,-5.25913246166733,S001229,2025-03-09,Representatives,15001.0,2025-03-10,ST,,-2.91774113280995
2025-Q1,Jefferson Shreve,Republicans,R,APD,Purchase,Purchase,50000.0,"$15,001 - $50,000",2025-02-24,2025-02-24,-5.73386340864282,-5.25913246166733,S001229,2025-03-09,Representatives,15001.0,2025-03-10,ST,PORTFOLIO REBALANCE,-0.474730946975482
2025-Q1,Jefferson Shreve,Republicans,R,NVT,Purchase,Purchase,50000.0,"$15,001 - $50,000",2025-02-24,2025-02-24,-5.55463713010415,-5.25913246166733,S001229,2025-03-09,Representatives,15001.0,2025-03-10,ST,PORTFOLIO REBALANCE,-0.295504668436815
2025-Q1,Jefferson Shreve,Republicans,R,IEX,Sale,Sale,50000.0,"$15,001 - $50,000",2025-02-24,2025-02-24,-7.48143627301394,-5.25913246166733,S001229,2025-03-09,Representatives,15001.0,2025-03-10,ST,PORTFOLIO REBALANCE,-2.22230381134661
2025-Q1,Jefferson Shreve,Republicans,R,JNJ,Purchase,Purchase,50000.0,"$15,001 - $50,000",2025-02-24,2025-02-24,-0.0671796750946706,-5.25913246166733,S001229,2025-03-09,Representatives,15001.0,2025-03-10,ST,PORTFOLIO REBALANCE,5.19195278657266
2025-Q1,Jefferson Shreve,Republicans,R,BLK,Sale,Sale,100000.0,"$50,001 - $100,000",2025-02-24,2025-02-24,-0.112300587741387,-5.25913246166733,S001229,2025-03-09,Representatives,50001.0,2025-03-10,ST,PORTFOLIO REBALANCE,5.14683187392595
2025-Q1,Jefferson Shreve,Republicans,R,ORCL,Purchase,Purchase,50000.0,"$15,001 - $50,000",2025-02-24,2025-02-24,-10.4318663214874,-5.25913246166733,S001229,2025-03-09,Representatives,15001.0,2025-03-10,ST,PORTFOLIO REBALANCE,-5.17273385982009
2025-Q1,Jefferson Shreve,Republicans,R,ADBE,Purchase,Purchase,50000.0,"$15,001 - $50,000",2025-02-24,2025-02-24,-12.8617073939067,-5.25913246166733,S001229,2025-03-09,Representatives,15001.0,2025-03-10,ST,PORTFOLIO REBALANCE,-7.60257493223934
2025-Q1,Jefferson Shreve,Republicans,R,NSC,Sale,Sale,50000.0,"$15,001 - $50,000",2025-02-24,2025-02-24,-5.05940188447357,-5.25913246166733,S001229,2025-03-09,Representatives,15001.0,2025-03-10,ST,,0.199730577193759
2025-Q1,Jefferson Shreve,Republicans,R,ABBV,Purchase,Purchase,100000.0,"$50,001 - $100,000",2025-02-24,2025-02-24,2.90572324578596,-5.25913246166733,S001229,2025-03-09,Representatives,50001.0,2025-03-10,ST,PORTFOLIO REBALANCE,8.16485570745329
2025-Q1,Jefferson Shreve,Republicans,R,LOW,Purchase,Purchase,50000.0,"$15,001 - $50,000",2025-02-24,2025-02-24,-4.22220347562005,-5.25913246166733,S001229,2025-03-09,Representatives,15001.0,2025-03-10,ST,PORTFOLIO REBALANCE,1.03692898604728
2025-Q1,Jefferson Shreve,Republicans,R,BA,Sale,Sale,50000.0,"$15,001 - $50,000",2025-02-24,2025-02-24,-1.00050025012505,-5.25913246166733,S001229,2025-03-09,Representatives,15001.0,2025-03-10,ST,PORTFOLIO REBALANCE,4.25863221154228
2025-Q1,Jefferson Shreve,Republicans,R,PG,Sale,Sale,100000.0,"$50,001 - $100,000",2025-02-24,2025-02-24,-2.25753488917556,-5.25913246166733,S001229,2025-03-09,Representatives,50001.0,2025-03-10,ST,PORTFOLIO REBALANCE,3.00159757249178
2025-Q1,Jefferson Shreve,Republicans,R,AMGN,Purchase,Purchase,50000.0,"$15,001 - $50,000",2025-02-24,2025-02-24,2.0405527573292,-5.25913246166733,S001229,2025-03-09,Representatives,15001.0,2025-03-10,ST,PORTFOLIO REBALANCE,7.29968521899653
2025-Q1,Jefferson Shreve,Republicans,R,HUBB,Sale,Sale,50000.0,"$15,001 - $50,000",2025-02-24,2025-02-24,-8.36560595802302,-5.25913246166733,S001229,2025-03-09,Representatives,15001.0,2025-03-10,ST,PORTFOLIO REBALANCE,-3.10647349635568
2025-Q1,Jefferson Shreve,Republicans,R,LIN,Sale,Sale,50000.0,"$15,001 - $50,000",2025-02-24,2025-02-24,-0.043617647700257,-5.25913246166733,S001229,2025-03-09,Representatives,15001.0,2025-03-10,ST,PORTFOLIO REBALANCE,5.21551481396708
