Quarter,PartyName,Representative,Ticker,TransactionType,TradeAmount_UpperRange_$,TradeAmount_UpperRange,PercentChange,TransactionDate
2025-Q1,Democrats,April Mcclain Delaney,CPAY,purchase,"$15,000.00",15000.0,-2.36367804256709,2025-02-22
2025-Q1,Democrats,April Mcclain Delaney,PAYX,purchase,"$15,000.00",15000.0,1.1727823155452757,2025-02-21
2025-Q1,Democrats,Josh Gottheimer,FI,purchase,"$15,000.00",15000.0,-6.417323601569255,2025-02-21
2025-Q1,Democrats,Josh Gottheimer,SNOW,purchase,"$15,000.00",15000.0,-15.100053591443722,2025-02-21
2025-Q1,Democrats,Greg Landsman,AMZN,purchase,"$50,000.00",50000.0,-10.41907567227124,2025-02-20
2025-Q1,Democrats,Greg Landsman,CRWD,purchase,"$15,000.00",15000.0,-18.8434063229566,2025-02-18
2025-Q1,Democrats,Lloyd Doggett,PG,purchase,"$15,000.00",15000.0,3.28129807779432,2025-02-18
2025-Q1,Democrats,April Mcclain Delaney,VIK,purchase,"$15,000.00",15000.0,-20.38216771546909,2025-02-17
2025-Q1,Democrats,April Mcclain Delaney,LH,purchase,"$15,000.00",15000.0,-5.258887937610731,2025-02-17
2025-Q1,Democrats,April Mcclain Delaney,ENTG,purchase,"$15,000.00",15000.0,-14.417827368804293,2025-02-17
2025-Q1,Democrats,April Mcclain Delaney,FBIN,purchase,"$15,000.00",15000.0,-8.135885559077531,2025-02-17
2025-Q1,Democrats,Josh Gottheimer,MSFT,purchase,"$5,000,000.00",5000000.0,-4.028262787792972,2025-02-14
2025-Q1,Democrats,Josh Gottheimer,MSFT,purchase,"$5,000,000.00",5000000.0,-4.028262787792972,2025-02-14
2025-Q1,Democrats,Josh Gottheimer,MSFT,purchase,"$1,000,000.00",1000000.0,-4.028262787792972,2025-02-14
2025-Q1,Democrats,Julie Johnson,COF,purchase,"$15,000.00",15000.0,-9.666172863056453,2025-02-14
2025-Q1,Democrats,Julie Johnson,BK,purchase,"$15,000.00",15000.0,-3.340958945041561,2025-02-14
2025-Q1,Democrats,Josh Gottheimer,MSFT,purchase,"$5,000,000.00",5000000.0,-4.028262787792972,2025-02-14
2025-Q1,Democrats,Julie Johnson,RTX,purchase,"$15,000.00",15000.0,6.899394013573129,2025-02-14
2025-Q1,Democrats,Julie Johnson,PGR,purchase,"$15,000.00",15000.0,5.120748763920747,2025-02-14
2025-Q1,Democrats,Josh Gottheimer,ABT,purchase,"$15,000.00",15000.0,0.3207923709080501,2025-02-13
2025-Q1,Democrats,Josh Gottheimer,V,purchase,"$15,000.00",15000.0,-0.9232016908425486,2025-02-13
2025-Q1,Democrats,Julie Johnson,PLTR,purchase,"$15,000.00",15000.0,-18.315354438257906,2025-02-12
2025-Q1,Democrats,Julie Johnson,FCX,purchase,"$15,000.00",15000.0,6.132204633859931,2025-02-12
2025-Q1,Democrats,Julie Johnson,EIX,purchase,"$15,000.00",15000.0,14.009952070701182,2025-02-12
2025-Q1,Democrats,Julie Johnson,ETN,purchase,"$15,000.00",15000.0,-8.854642266071682,2025-02-12
2025-Q1,Democrats,Julie Johnson,ON,purchase,"$15,000.00",15000.0,-7.464585590302006,2025-02-12
2025-Q1,Democrats,Julie Johnson,F,purchase,"$15,000.00",15000.0,11.488864079736452,2025-02-12
2025-Q1,Democrats,Julie Johnson,VST,purchase,"$15,000.00",15000.0,-26.870111280546794,2025-02-12
2025-Q1,Democrats,Julie Johnson,ANET,purchase,"$15,000.00",15000.0,-29.39914013773841,2025-02-12
2025-Q1,Democrats,Julie Johnson,PYPL,purchase,"$15,000.00",15000.0,-8.697955075388576,2025-02-12
2025-Q1,Democrats,Julie Johnson,BA,purchase,"$15,000.00",15000.0,0.4317619649391796,2025-02-12
2025-Q1,Democrats,Julie Johnson,CEG,purchase,"$15,000.00",15000.0,-31.37820058653711,2025-02-12
2025-Q1,Democrats,Josh Gottheimer,BABA,purchase,"$15,000.00",15000.0,17.10413161818852,2025-02-12
2025-Q1,Democrats,Julie Johnson,BWA,purchase,"$15,000.00",15000.0,-0.8670046115816029,2025-02-12
2025-Q1,Democrats,Julie Johnson,APTV,purchase,"$15,000.00",15000.0,-3.097755183600127,2025-02-12
2025-Q1,Democrats,Julie Johnson,WFC,purchase,"$15,000.00",15000.0,-8.737371762106992,2025-02-12
2025-Q1,Democrats,Julie Johnson,TER,purchase,"$15,000.00",15000.0,-21.869905076922556,2025-02-12
2025-Q1,Democrats,Josh Gottheimer,SHOP,purchase,"$15,000.00",15000.0,-13.884927328817348,2025-02-12
2025-Q1,Democrats,Josh Gottheimer,DSCSY,purchase,"$15,000.00",15000.0,-27.763159999887066,2025-02-10
2025-Q1,Democrats,April Mcclain Delaney,TSCO,purchase,"$15,000.00",15000.0,2.313052015608318,2025-02-09
2025-Q1,Democrats,April Mcclain Delaney,PAYX,purchase,"$15,000.00",15000.0,2.6017071324993557,2025-02-09
2025-Q1,Democrats,April Mcclain Delaney,LH,purchase,"$15,000.00",15000.0,-5.428569181134997,2025-02-08
