Quarter,PartyName,Representative,Ticker,TransactionType,TradeAmount_UpperRange_$,TradeAmount_UpperRange,PercentChange,TransactionDate
2025-Q1,Republicans,Rob Bresnahan,EOG,purchase,"$15,000.00",15000.0,-4.942997003637296,2025-02-25
2025-Q1,Republicans,Rob Bresnahan,HUM,purchase,"$15,000.00",15000.0,6.060492155068039,2025-02-25
2025-Q1,Republicans,Rob Bresnahan,PFE,purchase,"$50,000.00",50000.0,-6.399697336885818,2025-02-25
2025-Q1,Republicans,Rob Bresnahan,SLB,purchase,"$15,000.00",15000.0,1.592663777229773,2025-02-25
2025-Q1,Republicans,Rob Bresnahan,AES,purchase,"$15,000.00",15000.0,15.951492495819892,2025-02-25
2025-Q1,Republicans,Rob Bresnahan,V,purchase,"$15,000.00",15000.0,-0.4297492064231004,2025-02-25
2025-Q1,Republicans,Rob Bresnahan,CVS,purchase,"$15,000.00",15000.0,7.251659547653904,2025-02-25
2025-Q1,Republicans,Rob Bresnahan,IDXX,purchase,"$15,000.00",15000.0,-9.054901558950997,2025-02-25
2025-Q1,Republicans,Rob Bresnahan,CNP,purchase,"$15,000.00",15000.0,4.389815862979014,2025-02-25
2025-Q1,Republicans,Rob Bresnahan,STE,purchase,"$15,000.00",15000.0,0.3895035435217402,2025-02-25
2025-Q1,Republicans,David H. McCormick,BITB,purchase,"$100,000.00",100000.0,-2.2891329592271106,2025-02-25
2025-Q1,Republicans,Rob Bresnahan,ARE,purchase,"$15,000.00",15000.0,-1.9967279382698728,2025-02-25
2025-Q1,Republicans,Jefferson Shreve,PLD,purchase,"$50,000.00",50000.0,-7.747576868907706,2025-02-24
2025-Q1,Republicans,Jefferson Shreve,UNP,purchase,"$50,000.00",50000.0,-3.250967851470516,2025-02-24
2025-Q1,Republicans,Jefferson Shreve,RTX,purchase,"$50,000.00",50000.0,6.743994140625,2025-02-24
2025-Q1,Republicans,Jefferson Shreve,ELV,purchase,"$50,000.00",50000.0,12.636070684901547,2025-02-24
2025-Q1,Republicans,Jefferson Shreve,ORCL,purchase,"$50,000.00",50000.0,-16.01083561229086,2025-02-24
2025-Q1,Republicans,Jefferson Shreve,CSGP,purchase,"$50,000.00",50000.0,3.473650215916588,2025-02-24
2025-Q1,Republicans,Jefferson Shreve,APD,purchase,"$50,000.00",50000.0,-4.451711146232625,2025-02-24
2025-Q1,Republicans,Jefferson Shreve,RGLD,purchase,"$50,000.00",50000.0,7.92907751454792,2025-02-24
2025-Q1,Republicans,Jefferson Shreve,GE,purchase,"$100,000.00",100000.0,1.7929452713642309,2025-02-24
2025-Q1,Republicans,Jefferson Shreve,AMGN,purchase,"$50,000.00",50000.0,0.1605051874784761,2025-02-24
2025-Q1,Republicans,Jefferson Shreve,APP,purchase,"$50,000.00",50000.0,-36.45898569543121,2025-02-24
2025-Q1,Republicans,Jefferson Shreve,ADBE,purchase,"$50,000.00",50000.0,-10.999526648769272,2025-02-24
2025-Q1,Republicans,Jefferson Shreve,AVGO,purchase,"$250,000.00",250000.0,-21.08397308757209,2025-02-24
2025-Q1,Republicans,Jefferson Shreve,QCOM,purchase,"$50,000.00",50000.0,-4.272329733959705,2025-02-24
2025-Q1,Republicans,Jefferson Shreve,OXY,purchase,"$50,000.00",50000.0,-0.6135090087277086,2025-02-24
2025-Q1,Republicans,Jefferson Shreve,CI,purchase,"$50,000.00",50000.0,9.237278978591162,2025-02-24
2025-Q1,Republicans,Jefferson Shreve,JNJ,purchase,"$50,000.00",50000.0,0.276624186926365,2025-02-24
2025-Q1,Republicans,Jefferson Shreve,MSTR,purchase,"$50,000.00",50000.0,6.773025111148232,2025-02-24
2025-Q1,Republicans,Jefferson Shreve,NVDA,purchase,"$50,000.00",50000.0,-18.394662939200558,2025-02-24
2025-Q1,Republicans,Jefferson Shreve,PFE,purchase,"$50,000.00",50000.0,-5.265149279293137,2025-02-24
2025-Q1,Republicans,Jefferson Shreve,HD,purchase,"$50,000.00",50000.0,-5.454188321130615,2025-02-24
2025-Q1,Republicans,Jefferson Shreve,LOW,purchase,"$50,000.00",50000.0,-2.7926638214770207,2025-02-24
2025-Q1,Republicans,Jefferson Shreve,ABBV,purchase,"$100,000.00",100000.0,0.4409648622970469,2025-02-24
2025-Q1,Republicans,Jefferson Shreve,ACGL,purchase,"$50,000.00",50000.0,9.611035465123903,2025-02-24
2025-Q1,Republicans,Jefferson Shreve,XOM,purchase,"$100,000.00",100000.0,6.274226147412996,2025-02-24
2025-Q1,Republicans,Jefferson Shreve,FIS,purchase,"$50,000.00",50000.0,8.358987048236862,2025-02-24
2025-Q1,Republicans,Jefferson Shreve,VRTX,purchase,"$50,000.00",50000.0,4.082095850503053,2025-02-24
2025-Q1,Republicans,Jefferson Shreve,MRK,purchase,"$50,000.00",50000.0,-1.5084403030699072,2025-02-24
2025-Q1,Republicans,Jefferson Shreve,SHW,purchase,"$50,000.00",50000.0,-0.102263515301906,2025-02-24
2025-Q1,Republicans,Jefferson Shreve,NVT,purchase,"$50,000.00",50000.0,-12.655999755859376,2025-02-24
2025-Q1,Republicans,Jefferson Shreve,DVN,purchase,"$50,000.00",50000.0,-1.1869646661650284,2025-02-24
2025-Q1,Republicans,Jefferson Shreve,BC,purchase,"$50,000.00",50000.0,-10.041773508117233,2025-02-24
2025-Q1,Republicans,Jefferson Shreve,EXPO,purchase,"$50,000.00",50000.0,-3.131762663051977,2025-02-24
2025-Q1,Republicans,Jefferson Shreve,BUSE,purchase,"$50,000.00",50000.0,-7.17247673876924,2025-02-24
2025-Q1,Republicans,Jefferson Shreve,PHM,purchase,"$50,000.00",50000.0,1.9989452429101835,2025-02-24
2025-Q1,Republicans,Rob Bresnahan,BABA,purchase,"$15,000.00",15000.0,-4.216102375263176,2025-02-21
2025-Q1,Republicans,Rob Bresnahan,INTC,purchase,"$15,000.00",15000.0,-7.589979136321777,2025-02-20
2025-Q1,Republicans,Virginia Foxx,ET,purchase,"$15,000.00",15000.0,-7.9024431182117,2025-02-19
2025-Q1,Republicans,Scott Scott Franklin,LMT,purchase,"$15,000.00",15000.0,3.689785571658634,2025-02-18
2025-Q1,Republicans,Scott Scott Franklin,LMT,purchase,"$15,000.00",15000.0,3.689785571658634,2025-02-18
2025-Q1,Republicans,Scott Scott Franklin,LMT,purchase,"$50,000.00",50000.0,3.689785571658634,2025-02-18
2025-Q1,Republicans,Rob Bresnahan,INTC,purchase,"$15,000.00",15000.0,-3.037765815176982,2025-02-14
2025-Q1,Republicans,John Boozman,MSFT,purchase,"$15,000.00",15000.0,-4.028262787792972,2025-02-14
2025-Q1,Republicans,Rob Bresnahan,RDDT,purchase,"$15,000.00",15000.0,-45.43069140745862,2025-02-14
2025-Q1,Republicans,Virginia Foxx,ARLP,purchase,"$15,000.00",15000.0,-1.553829321585816,2025-02-14
2025-Q1,Republicans,Markwayne Mullin,IQV,purchase,"$50,000.00",50000.0,-9.372948667833954,2025-02-13
2025-Q1,Republicans,Markwayne Mullin,LHX,purchase,"$50,000.00",50000.0,5.869029019507533,2025-02-13
2025-Q1,Republicans,Markwayne Mullin,LPLA,purchase,"$100,000.00",100000.0,-9.19911075876322,2025-02-13
2025-Q1,Republicans,Byron Donalds,DASH,purchase,"$15,000.00",15000.0,-3.4197795500324446,2025-02-13
2025-Q1,Republicans,John Boozman,BSX,purchase,"$15,000.00",15000.0,-4.887714796280847,2025-02-13
2025-Q1,Republicans,Byron Donalds,FTNT,purchase,"$15,000.00",15000.0,-8.67051760112343,2025-02-13
2025-Q1,Republicans,Markwayne Mullin,MSFT,purchase,"$100,000.00",100000.0,-3.841979145173609,2025-02-13
2025-Q1,Republicans,Byron Donalds,DASH,purchase,"$15,000.00",15000.0,-3.4197795500324446,2025-02-13
2025-Q1,Republicans,Markwayne Mullin,TJX,purchase,"$50,000.00",50000.0,-3.1566267511452057,2025-02-13
2025-Q1,Republicans,Tim Moore,F,purchase,"$50,000.00",50000.0,10.048751402420882,2025-02-13
2025-Q1,Republicans,Markwayne Mullin,ACN,purchase,"$100,000.00",100000.0,-20.60677532509102,2025-02-13
2025-Q1,Republicans,Markwayne Mullin,AMZN,purchase,"$50,000.00",50000.0,-12.012237168448893,2025-02-13
2025-Q1,Republicans,Byron Donalds,FTNT,purchase,"$15,000.00",15000.0,-8.67051760112343,2025-02-13
2025-Q1,Republicans,Rob Bresnahan,SNOW,purchase,"$15,000.00",15000.0,-16.035520918765805,2025-02-13
2025-Q1,Republicans,Markwayne Mullin,PM,purchase,"$50,000.00",50000.0,4.895542064782356,2025-02-13
2025-Q1,Republicans,John Boozman,GOOGL,purchase,"$15,000.00",15000.0,-11.877795598585683,2025-02-13
2025-Q1,Republicans,Marjorie Taylor Greene,UPS,purchase,"$15,000.00",15000.0,-0.6626321535408156,2025-02-12
2025-Q1,Republicans,Marjorie Taylor Greene,PLTR,purchase,"$15,000.00",15000.0,-18.315354438257906,2025-02-12
2025-Q1,Republicans,Marjorie Taylor Greene,AAPL,purchase,"$15,000.00",15000.0,-3.1790618260137675,2025-02-12
2025-Q1,Republicans,Marjorie Taylor Greene,MSFT,purchase,"$15,000.00",15000.0,-3.8915636715237554,2025-02-12
2025-Q1,Republicans,Marjorie Taylor Greene,NSC,purchase,"$15,000.00",15000.0,-6.346799749151942,2025-02-12
2025-Q1,Republicans,Marjorie Taylor Greene,ADBE,purchase,"$15,000.00",15000.0,-13.504368144872409,2025-02-12
2025-Q1,Republicans,Marjorie Taylor Greene,INTC,purchase,"$15,000.00",15000.0,7.461334536634892,2025-02-12
2025-Q1,Republicans,Rob Bresnahan,SNOW,purchase,"$15,000.00",15000.0,-12.991909255789388,2025-02-12
2025-Q1,Republicans,Marjorie Taylor Greene,DVN,purchase,"$15,000.00",15000.0,6.581982451768432,2025-02-12
2025-Q1,Republicans,Tim Moore,HOG,purchase,"$100,000.00",100000.0,0.7255878160956961,2025-02-12
2025-Q1,Republicans,Marjorie Taylor Greene,GS,purchase,"$15,000.00",15000.0,-12.748314512103418,2025-02-12
2025-Q1,Republicans,Marjorie Taylor Greene,META,purchase,"$15,000.00",15000.0,-15.683471982153858,2025-02-12
2025-Q1,Republicans,Rob Bresnahan,MNDY,purchase,"$15,000.00",15000.0,-21.70984041019783,2025-02-11
2025-Q1,Republicans,Rob Bresnahan,TTWO,purchase,"$15,000.00",15000.0,2.0379976626100804,2025-02-10
2025-Q1,Republicans,Rob Bresnahan,NET,purchase,"$15,000.00",15000.0,-29.21194048070196,2025-02-10
2025-Q1,Republicans,Tim Moore,F,purchase,"$50,000.00",50000.0,10.524638925279168,2025-02-10
2025-Q1,Republicans,Rob Bresnahan,MTSI,purchase,"$15,000.00",15000.0,-18.31663204338364,2025-02-10
2025-Q1,Republicans,Rob Bresnahan,BABA,purchase,"$15,000.00",15000.0,26.37905820768801,2025-02-10
2025-Q1,Republicans,Tim Moore,F,purchase,"$100,000.00",100000.0,9.576947311778143,2025-02-07
2025-Q1,Republicans,Thomas H. Kean Jr,MDLZ,purchase,"$15,000.00",15000.0,16.279071295674264,2025-02-07
2025-Q1,Republicans,Tim Moore,HOG,purchase,"$250,000.00",250000.0,-3.1585202996010024,2025-02-06
2025-Q1,Republicans,Tim Moore,F,purchase,"$50,000.00",50000.0,7.729501631543973,2025-02-06
2025-Q1,Republicans,John Boozman,MA,purchase,"$15,000.00",15000.0,-0.6733710565807395,2025-02-05
2025-Q1,Republicans,John Boozman,AXP,purchase,"$15,000.00",15000.0,-14.442980774713009,2025-02-05
2025-Q1,Republicans,John Boozman,MSFT,purchase,"$15,000.00",15000.0,-5.089576883798219,2025-02-05
2025-Q1,Republicans,Tim Moore,HOG,purchase,"$100,000.00",100000.0,-0.8422736321370706,2025-02-04
2025-Q1,Republicans,John Boozman,AMZN,purchase,"$15,000.00",15000.0,-15.752476784148683,2025-02-04
2025-Q1,Republicans,Shelley Moore Capito,CEG,purchase,"$15,000.00",15000.0,-29.72079313053036,2025-02-04
2025-Q1,Republicans,Tim Moore,F,purchase,"$100,000.00",100000.0,2.8524080644321965,2025-02-04
2025-Q1,Republicans,Rob Bresnahan,INTC,purchase,"$15,000.00",15000.0,24.512396911925038,2025-02-03
2025-Q1,Republicans,Victoria Spartz,SPG,purchase,"$50,000.00",50000.0,-2.4397951773018627,2025-02-03
2025-Q1,Republicans,Rob Bresnahan,TTWO,purchase,"$15,000.00",15000.0,16.070847662038062,2025-02-03
2025-Q1,Republicans,Rob Bresnahan,TTWO,purchase,"$15,000.00",15000.0,16.070847662038062,2025-02-03
2025-Q1,Republicans,Markwayne Mullin,COHR,purchase,"$15,000.00",15000.0,-19.578347411522564,2025-02-03
2025-Q1,Republicans,Markwayne Mullin,MTZ,purchase,"$15,000.00",15000.0,-15.180293947136494,2025-02-03
2025-Q1,Republicans,Rob Bresnahan,INTC,purchase,"$15,000.00",15000.0,24.512396911925038,2025-02-03
2025-Q1,Republicans,Rob Bresnahan,NOW,purchase,"$15,000.00",15000.0,-17.76055735376304,2025-02-03
2025-Q1,Republicans,Rob Bresnahan,TTWO,purchase,"$15,000.00",15000.0,16.070847662038062,2025-02-03
2025-Q1,Republicans,Rob Bresnahan,NOW,purchase,"$15,000.00",15000.0,-17.76055735376304,2025-02-03
2025-Q1,Republicans,Markwayne Mullin,DELL,purchase,"$15,000.00",15000.0,-2.294223025064995,2025-02-03
2025-Q1,Republicans,Markwayne Mullin,CRDO,purchase,"$15,000.00",15000.0,-33.49946753035245,2025-02-03
2025-Q1,Republicans,Markwayne Mullin,AIT,purchase,"$15,000.00",15000.0,-8.5730810432265,2025-02-03
2025-Q1,Republicans,Markwayne Mullin,GS,purchase,"$15,000.00",15000.0,-10.272926465401891,2025-02-03
2025-Q1,Republicans,Markwayne Mullin,WAB,purchase,"$15,000.00",15000.0,-8.12705407016713,2025-02-03
2025-Q1,Republicans,Rob Bresnahan,INTC,purchase,"$15,000.00",15000.0,24.512396911925038,2025-02-03
2025-Q1,Republicans,Markwayne Mullin,LRN,purchase,"$15,000.00",15000.0,-2.753403535306842,2025-02-03
2025-Q1,Republicans,Markwayne Mullin,IRM,purchase,"$15,000.00",15000.0,-13.335312810685476,2025-02-03
2025-Q1,Republicans,Markwayne Mullin,PRMB,purchase,"$15,000.00",15000.0,8.703118650073732,2025-02-03
2025-Q1,Republicans,Thomas H. Kean Jr,MSFT,purchase,"$15,000.00",15000.0,-6.591454603566971,2025-01-31
2025-Q1,Republicans,Rob Bresnahan,BABA,purchase,"$15,000.00",15000.0,39.393628601085865,2025-01-30
2025-Q1,Republicans,Tim Moore,HOG,purchase,"$50,000.00",50000.0,-5.744691358824175,2025-01-30
2025-Q1,Republicans,Rob Bresnahan,BABA,purchase,"$15,000.00",15000.0,36.462426517469616,2025-01-29
2025-Q1,Republicans,Rob Bresnahan,BABA,purchase,"$15,000.00",15000.0,36.462426517469616,2025-01-29
2025-Q1,Republicans,Tim Moore,HOG,purchase,"$100,000.00",100000.0,-4.608666680928144,2025-01-29
2025-Q1,Republicans,Rob Bresnahan,BABA,purchase,"$15,000.00",15000.0,36.462426517469616,2025-01-29
2025-Q1,Republicans,John Boozman,NRG,purchase,"$15,000.00",15000.0,-2.767086166556736,2025-01-28
2025-Q1,Republicans,Rob Bresnahan,TEAM,purchase,"$15,000.00",15000.0,-16.3070413561268,2025-01-28
2025-Q1,Republicans,Rob Bresnahan,ZM,purchase,"$15,000.00",15000.0,-6.876893121663354,2025-01-28
2025-Q1,Republicans,Rob Bresnahan,ZM,purchase,"$15,000.00",15000.0,-6.876893121663354,2025-01-28
2025-Q1,Republicans,Rob Bresnahan,ZM,purchase,"$15,000.00",15000.0,-6.876893121663354,2025-01-28
2025-Q1,Republicans,Rob Bresnahan,CRWD,purchase,"$15,000.00",15000.0,-1.6395244181151265,2025-01-28
2025-Q1,Republicans,Rob Bresnahan,TEAM,purchase,"$15,000.00",15000.0,-16.3070413561268,2025-01-28
2025-Q1,Republicans,John Boozman,TBLL,purchase,"$15,000.00",15000.0,0.6925513952244042,2025-01-28
2025-Q1,Republicans,Rob Bresnahan,CRWD,purchase,"$15,000.00",15000.0,-1.6395244181151265,2025-01-28
2025-Q1,Republicans,Rob Bresnahan,TEAM,purchase,"$15,000.00",15000.0,-16.3070413561268,2025-01-28
2025-Q1,Republicans,Rob Bresnahan,CRWD,purchase,"$15,000.00",15000.0,-1.6395244181151265,2025-01-28
2025-Q1,Republicans,Tim Moore,HOG,purchase,"$50,000.00",50000.0,-8.549905819737525,2025-01-24
2025-Q1,Republicans,Ashley B. Moody,MU,purchase,"$100,000.00",100000.0,-16.49720143712441,2025-01-22
2025-Q1,Republicans,Ashley B. Moody,HWM,purchase,"$100,000.00",100000.0,3.516938460127751,2025-01-22
2025-Q1,Republicans,Ashley B. Moody,AMAT,purchase,"$250,000.00",250000.0,-24.797972102644323,2025-01-22
2025-Q1,Republicans,Marjorie Taylor Greene,ODFL,purchase,"$15,000.00",15000.0,-10.973895172107609,2025-01-21
2025-Q1,Republicans,Marjorie Taylor Greene,KMI,purchase,"$15,000.00",15000.0,-6.707020663594319,2025-01-21
2025-Q1,Republicans,Marjorie Taylor Greene,DVN,purchase,"$15,000.00",15000.0,-0.9498138774301892,2025-01-21
2025-Q1,Republicans,Marjorie Taylor Greene,AMD,purchase,"$15,000.00",15000.0,-12.860526139606138,2025-01-21
2025-Q1,Republicans,Marjorie Taylor Greene,PANW,purchase,"$15,000.00",15000.0,-3.67220389362444,2025-01-21
2025-Q1,Republicans,Marjorie Taylor Greene,NEE,purchase,"$15,000.00",15000.0,-1.0551707193385995,2025-01-21
2025-Q1,Republicans,James Comer,PLTR,purchase,"$15,000.00",15000.0,23.00655238338896,2025-01-21
2025-Q1,Republicans,Marjorie Taylor Greene,AMZN,purchase,"$15,000.00",15000.0,-12.031452171461064,2025-01-21
2025-Q1,Republicans,Marjorie Taylor Greene,META,purchase,"$15,000.00",15000.0,-2.381543045270973,2025-01-21
2025-Q1,Republicans,Byron Donalds,GDDY,purchase,"$15,000.00",15000.0,-9.933972316734382,2025-01-21
