Quarter,PartyName,StandardizedTransaction,Ticker,TotalValue,UniquePoliticians,TransactionCount,CategoryTotal,Percentage
2025-Q1,Republicans,Sale,ALAB,15000.0,1,1,17030000.0,0.08807985907222549
2025-Q1,Republicans,Sale,ANET,15000.0,1,1,17030000.0,0.08807985907222549
2025-Q1,Republicans,Sale,AVGO,15000.0,1,1,17030000.0,0.08807985907222549
2025-Q1,Republicans,Sale,BAC,15000.0,1,1,17030000.0,0.08807985907222549
2025-Q1,Republicans,Sale,CARR,15000.0,1,1,17030000.0,0.08807985907222549
2025-Q1,Republicans,Sale,CB,15000.0,1,1,17030000.0,0.08807985907222549
2025-Q1,Republicans,Sale,DIS,15000.0,1,1,17030000.0,0.08807985907222549
2025-Q1,Republicans,Sale,EBAY,15000.0,1,1,17030000.0,0.08807985907222549
2025-Q1,Republicans,Sale,EMLP,15000.0,1,1,17030000.0,0.08807985907222549
2025-Q1,Republicans,Sale,FTGC,15000.0,1,1,17030000.0,0.08807985907222549
2025-Q1,Republicans,Sale,GD,15000.0,1,1,17030000.0,0.08807985907222549
2025-Q1,Republicans,Sale,GWW,15000.0,1,1,17030000.0,0.08807985907222549
2025-Q1,Republicans,Sale,HPQ,15000.0,1,1,17030000.0,0.08807985907222549
2025-Q1,Republicans,Sale,ITW,15000.0,1,1,17030000.0,0.08807985907222549
2025-Q1,Republicans,Sale,KO,15000.0,1,1,17030000.0,0.08807985907222549
2025-Q1,Republicans,Sale,LRCX,15000.0,1,1,17030000.0,0.08807985907222549
2025-Q1,Republicans,Sale,MAGN,15000.0,1,1,17030000.0,0.08807985907222549
2025-Q1,Republicans,Sale,MRP,15000.0,1,1,17030000.0,0.08807985907222549
2025-Q1,Republicans,Sale,ON,15000.0,1,1,17030000.0,0.08807985907222549
2025-Q1,Republicans,Sale,ORCL,15000.0,1,1,17030000.0,0.08807985907222549
2025-Q1,Republicans,Sale,PFE,15000.0,1,1,17030000.0,0.08807985907222549
2025-Q1,Republicans,Sale,PRNDY,15000.0,1,1,17030000.0,0.08807985907222549
2025-Q1,Republicans,Sale,PSX,15000.0,1,1,17030000.0,0.08807985907222549
2025-Q1,Republicans,Sale,QQQ,15000.0,1,1,17030000.0,0.08807985907222549
2025-Q1,Republicans,Sale,QSR,15000.0,1,1,17030000.0,0.08807985907222549
2025-Q1,Republicans,Sale,RLI,15000.0,1,1,17030000.0,0.08807985907222549
2025-Q1,Republicans,Sale,SPY,15000.0,1,1,17030000.0,0.08807985907222549
2025-Q1,Republicans,Sale,YUM,15000.0,1,1,17030000.0,0.08807985907222549
