Quarter,TransactionDate,Representative,PartyName,Ticker,TransactionType,Range,TradeAmount,EntryPrice,ExitPrice,PercentChange,WeightedTradeReturn
2024-Q4,2024-12-12,Lloyd Doggett,Democrats,HD,purchase,"$1,001 - $15,000",15000.0,418.77244529774,362.7300109863281,-13.382550581036115,-0.0018042266647091655
2024-Q4,2024-12-12,Kevin Hern,Republicans,HD,purchase,"$1,001 - $15,000",15000.0,418.77244529774,362.7300109863281,-13.382550581036115,-0.024040510025813384
2024-Q4,2024-12-12,Lloyd Doggett,Democrats,PPG,purchase,"$1,001 - $15,000",15000.0,121.7436978829902,108.36000061035156,-10.993338879439914,-0.00148211471500628
2024-Q4,2024-12-12,Josh Gottheimer,Democrats,GWW,sale,"$1,001 - $15,000",15000.0,1156.8259382228207,987.239990234375,14.659590728832802,0.0019763963772469174
2024-Q4,2024-12-12,Shelley Moore Capito,Republicans,AVGO,purchase,"$1,001 - $15,000",15000.0,179.90213746912156,171.99000549316406,-4.3980199942402205,-0.007900634720192012
2024-Q4,2024-12-11,Markwayne Mullin,Republicans,AMAT,purchase,"$15,001 - $50,000",50000.0,169.3399482436756,147.67999267578125,-12.790812677423435,-0.07659169267918224
2024-Q4,2024-12-11,Josh Gottheimer,Democrats,LLY,sale,"$1,001 - $15,000",15000.0,793.8817741675532,821.6699829101562,-3.50029559146148,-0.0004719075487319989
2024-Q4,2024-12-11,Steve Cohen,Democrats,EBS,sale,"$1,001 - $15,000",15000.0,8.770000457763672,4.920000076293945,43.89965998304483,0.005918523276520514
2024-Q4,2024-12-11,Markwayne Mullin,Republicans,PEP,sale,"$15,001 - $50,000",50000.0,158.80592665719934,149.6699981689453,-5.752888875473121,-0.034448436380078565
2024-Q4,2024-12-11,Josh Gottheimer,Democrats,ETN,sale,"$1,001 - $15,000",15000.0,364.4100036621094,280.9100036621094,22.91375076448873,0.003089216802690373
2024-Q4,2024-12-11,Markwayne Mullin,Republicans,ABT,sale,"$15,001 - $50,000",50000.0,114.70804170244664,131.35000610351562,14.508106104921875,0.08687488685581961
2024-Q4,2024-12-10,Lloyd Doggett,Democrats,IBM,purchase,"$1,001 - $15,000",15000.0,226.88842711369423,246.2100067138672,8.515894726746408,0.0011481073242962082
2024-Q4,2024-12-10,Josh Gottheimer,Democrats,LLY,sale,"$1,001 - $15,000",15000.0,807.8776765684402,821.6699829101562,-1.7072270644116077,-0.00023016722960789247
2024-Q4,2024-12-10,Kevin Hern,Republicans,XOM,purchase,"$1,001 - $15,000",15000.0,112.58297697718976,117.88999938964844,4.713876426925472,0.008468041485494859
2024-Q4,2024-12-10,Lloyd Doggett,Democrats,JNJ,purchase,"$1,001 - $15,000",15000.0,148.73939062781517,163.1300048828125,9.675052583082318,0.0013043842238561457
2024-Q4,2024-12-09,Josh Gottheimer,Democrats,UBER,sale,"$1,001 - $15,000",15000.0,65.5,74.86000061035156,-14.29007726771231,-0.0019265788155283538
2024-Q4,2024-12-09,Jonathan Jackson,Democrats,META,purchase,"$1,001 - $15,000",15000.0,622.8629585822455,602.5800170898438,-3.256405155087335,-0.0004390264005600398
2024-Q4,2024-12-09,Jonathan Jackson,Democrats,TIMB,sale,"$15,001 - $50,000",50000.0,12.87642206573114,15.59000015258789,-21.074006995146373,-0.009470612527029647
2024-Q4,2024-12-09,Josh Gottheimer,Democrats,SNPS,sale,"$1,001 - $15,000",15000.0,515.2899780273438,446.2300109863281,13.40215606470634,0.0018068698631187768
2024-Q4,2024-12-09,Josh Gottheimer,Democrats,LLY,sale,"$1,001 - $15,000",15000.0,822.2828271722186,821.6699829101562,0.0745296194704566,1.0048034262599757e-05
2024-Q4,2024-12-06,Josh Gottheimer,Democrats,THR,purchase,"$1,001 - $15,000",15000.0,32.38999938964844,28.950000762939453,-10.62055786209239,-0.0014318566235069733
2024-Q4,2024-12-06,Josh Gottheimer,Democrats,GBCI,sale,"$1,001 - $15,000",15000.0,56.76321734393502,44.77999877929688,21.11088681254695,0.00284615587082693
2024-Q4,2024-12-06,Josh Gottheimer,Democrats,PGNY,sale,"$1,001 - $15,000",15000.0,15.279999732971191,22.309999465942383,-46.0078524595904,-0.00620274839918979
2024-Q4,2024-12-06,Virginia Foxx,Republicans,ASC,sale,"$15,001 - $50,000",50000.0,11.380000114440918,10.039999961853027,11.775045159160111,0.07050925245006054
2024-Q4,2024-12-06,Josh Gottheimer,Democrats,SPXC,sale,"$1,001 - $15,000",15000.0,167.66000366210938,133.6699981689453,20.273174729057757,0.002733216078877102
2024-Q4,2024-12-06,Josh Gottheimer,Democrats,CDRE,purchase,"$1,001 - $15,000",15000.0,35.843211038501074,30.649999618530277,-14.48868912551529,-0.001953355535526958
2024-Q4,2024-12-06,Virginia Foxx,Republicans,BMY,purchase,"$1,001 - $15,000",15000.0,58.197618294593234,58.900001525878906,1.2068934294359714,0.002168072028926895
2024-Q4,2024-12-06,Virginia Foxx,Republicans,PBA,sale,"$50,001 - $100,000",100000.0,40.40999984741211,39.869998931884766,1.3363051659648195,0.01600365468221341
2024-Q4,2024-12-06,Virginia Foxx,Republicans,AMGN,purchase,"$1,001 - $15,000",15000.0,272.8059950179187,305.7699890136719,12.083309970364844,0.021706544856942834
2024-Q4,2024-12-06,Josh Gottheimer,Democrats,PRIM,sale,"$1,001 - $15,000",15000.0,83.60284451612299,57.54999923706055,31.162630206963943,0.004201325302035405
2024-Q4,2024-12-06,Virginia Foxx,Republicans,ARLP,sale,"$15,001 - $50,000",50000.0,26.665762756920515,26.61000061035156,0.2091151379289922,0.0012521864546646238
2024-Q4,2024-12-06,Virginia Foxx,Republicans,AEP,purchase,"$1,001 - $15,000",15000.0,96.27937636511982,105.1500015258789,9.213421914075411,0.01655105733067439
2024-Q4,2024-12-06,Virginia Foxx,Republicans,FLNG,sale,"$15,001 - $50,000",50000.0,22.63999938964844,22.76000022888184,-0.5300390568396648,-0.0031738865679021844
2024-Q4,2024-12-06,Virginia Foxx,Republicans,JNJ,purchase,"$1,001 - $15,000",15000.0,148.2036798837658,163.1300048828125,10.071494183378723,0.018092504521039623
2024-Q4,2024-12-06,Virginia Foxx,Republicans,VIASP,sale,"$50,001 - $100,000",100000.0,21.592177395477638,24.229999542236328,-12.21656388999088,-0.14630615437114827
2024-Q4,2024-12-06,Virginia Foxx,Republicans,DUK,purchase,"$1,001 - $15,000",15000.0,112.79600127470503,117.6500015258789,4.303344264263738,0.007730558558557614
2024-Q4,2024-12-06,Virginia Foxx,Republicans,PSA,purchase,"$1,001 - $15,000",15000.0,327.3208600511847,291.9200134277344,-10.815334720162513,-0.01942874500627996
2024-Q4,2024-12-06,Virginia Foxx,Republicans,ABBV,purchase,"$1,001 - $15,000",15000.0,174.3557941827632,202.72000122070312,16.26800369376197,0.029223958731308928
2024-Q4,2024-12-06,Virginia Foxx,Republicans,ET,sale,"$15,001 - $50,000",50000.0,18.75589942363029,18.8799991607666,-0.6616570836371658,-0.0039620184648932084
2024-Q4,2024-12-06,Josh Gottheimer,Democrats,TXRH,sale,"$1,001 - $15,000",15000.0,195.4003163413749,174.74000549316406,10.573325179328842,0.0014254887442920422
2024-Q4,2024-12-05,Josh Gottheimer,Democrats,TT,sale,"$1,001 - $15,000",15000.0,414.8900146484375,346.6000061035156,16.459785999619275,0.0022190975192727764
2024-Q4,2024-12-03,Josh Gottheimer,Democrats,TSLA,purchase,"$1,001 - $15,000",15000.0,351.79998779296875,273.1300048828125,-22.362133496278812,-0.003014848125509457
2024-Q4,2024-12-03,Mark Dr Green,Republicans,NGL,sale,"$15,001 - $50,000",50000.0,4.670000076293945,4.630000114440918,0.8565302184057098,0.005128923463507244
2024-Q4,2024-12-02,A. Mitchell Jr. McConnell,Republicans,WFC,purchase,"$1,001 - $15,000",15000.0,76.57195769637832,72.27999877929688,-5.605131494874193,-0.010069098493785976
2024-Q4,2024-11-29,Laurel Lee,Republicans,WBD,sale,"$1,001 - $15,000",15000.0,10.399999618530272,11.010000228881836,-5.865390699290888,-0.010536629998726146
2024-Q4,2024-11-29,Josh Gottheimer,Democrats,REGN,sale,"$1,001 - $15,000",15000.0,745.661785722956,635.8300170898438,14.72943507848198,0.0019858127465147376
2024-Q4,2024-11-27,Josh Gottheimer,Democrats,VRT,sale,"$1,001 - $15,000",15000.0,129.95064327060874,76.31999969482422,41.27001007921466,0.005563995606581161
2024-Q4,2024-11-27,Jonathan Jackson,Democrats,AMAT,sale,"$15,001 - $50,000",50000.0,172.80196930417895,147.67999267578125,14.538015237648205,0.006533352165040538
2024-Q4,2024-11-27,Jonathan Jackson,Democrats,AMZN,purchase,"$15,001 - $50,000",50000.0,206.97999572753903,201.3600006103516,-2.7152358842375555,-0.0012202210516976252
2024-Q4,2024-11-27,Markwayne Mullin,Republicans,IEFA,purchase,"$100,001 - $250,000",250000.0,71.40049296081557,77.0999984741211,7.982445606409749,0.23899537743741764
2024-Q4,2024-11-27,Josh Gottheimer,Democrats,TSLA,purchase,"$1,001 - $15,000",15000.0,341.79998779296875,273.1300048828125,-20.090692031197573,-0.0027086138816103146
2024-Q4,2024-11-27,Markwayne Mullin,Republicans,IEMG,purchase,"$1,001 - $15,000",15000.0,53.1882364634665,55.06999969482422,3.5379312353216417,0.00635556509339217
2024-Q4,2024-11-27,Markwayne Mullin,Republicans,EZU,purchase,"$100,001 - $250,000",250000.0,46.78470978231557,54.20000076293945,15.849817205506806,0.474545425314575
2024-Q4,2024-11-27,Josh Gottheimer,Democrats,NFLX,sale,"$1,001 - $15,000",15000.0,872.0599975585938,976.719970703125,-12.001464742969034,-0.0016180295806627317
2024-Q4,2024-11-26,Josh Gottheimer,Democrats,TSLA,purchase,"$1,001 - $15,000",15000.0,341.0,273.1300048828125,-19.90322437454179,-0.0026833396154784003
2024-Q4,2024-11-26,Josh Gottheimer,Democrats,JNJ,purchase,"$1,001 - $15,000",15000.0,153.9278706149433,163.1300048828125,5.97821189308122,0.0008059785942496701
2024-Q4,2024-11-26,Josh Gottheimer,Democrats,D,purchase,"$1,001 - $15,000",15000.0,57.21013408974605,54.470001220703125,-4.789593509332548,-0.0006457298457665668
2024-Q4,2024-11-25,Marjorie Taylor Mrs Greene,Republicans,JNJ,purchase,"$1,001 - $15,000",15000.0,152.7124351611622,163.1300048828125,6.821690526155456,0.012254533879321178
2024-Q4,2024-11-25,Marjorie Taylor Mrs Greene,Republicans,GOOG,purchase,"$1,001 - $15,000",15000.0,167.60869154426803,164.0800018310547,-2.105314277381229,-0.0037820016958944234
2024-Q4,2024-11-25,Laurel Lee,Republicans,HURA,purchase,"$1,001 - $15,000",15000.0,4.150000095367432,3.619999885559082,-12.771089099491324,-0.02294207622663112
2024-Q4,2024-11-25,Marjorie Taylor Mrs Greene,Republicans,NVDA,purchase,"$1,001 - $15,000",15000.0,141.9671640146257,111.43000030517578,-21.510018828229832,-0.038640752386041616
2024-Q4,2024-11-25,Marjorie Taylor Mrs Greene,Republicans,SCHW,purchase,"$1,001 - $15,000",15000.0,81.65881028931459,79.5999984741211,-2.521236603740844,-0.004529167551630259
2024-Q4,2024-11-25,Marjorie Taylor Mrs Greene,Republicans,LRCX,purchase,"$1,001 - $15,000",15000.0,73.56142170924589,74.80999755859375,1.6973242500435872,0.0030490854791202166
2024-Q4,2024-11-25,Marjorie Taylor Mrs Greene,Republicans,JPM,purchase,"$1,001 - $15,000",15000.0,248.30758223807436,248.1199951171875,-0.0755462717634516,-0.00013571186544332622
2024-Q4,2024-11-25,Marjorie Taylor Mrs Greene,Republicans,GSK,purchase,"$1,001 - $15,000",15000.0,33.680570306051806,38.52000045776367,14.3686110648854,0.02581187616446479
2024-Q4,2024-11-25,Marjorie Taylor Mrs Greene,Republicans,UPS,purchase,"$1,001 - $15,000",15000.0,134.06116734648242,111.01000213623048,-17.194513270704253,-0.03088834719288189
2024-Q4,2024-11-25,Josh Gottheimer,Democrats,ETN,sale,"$1,001 - $15,000",15000.0,378.0,280.9100036621094,25.68518421637318,0.0034628596372964023
2024-Q4,2024-11-25,Marjorie Taylor Mrs Greene,Republicans,NEE,purchase,"$1,001 - $15,000",15000.0,76.10293266163458,70.02999877929688,-7.979894689918076,-0.014335140161529479
2024-Q4,2024-11-25,Marjorie Taylor Mrs Greene,Republicans,DUK,purchase,"$1,001 - $15,000",15000.0,113.99491039296996,117.6500015258789,3.2063634422878096,0.005759934327463131
2024-Q4,2024-11-25,Marjorie Taylor Mrs Greene,Republicans,AMD,purchase,"$1,001 - $15,000",15000.0,140.49000549316406,106.6500015258789,-24.08712552077716,-0.04327028536666556
2024-Q4,2024-11-25,Marjorie Taylor Mrs Greene,Republicans,MSFT,purchase,"$1,001 - $15,000",15000.0,417.542782130724,390.5799865722656,-6.457492911472919,-0.01160028666731662
2024-Q4,2024-11-25,Marjorie Taylor Mrs Greene,Republicans,ASML,purchase,"$1,001 - $15,000",15000.0,685.0,690.6300048828125,0.8218985230383212,0.0014764644126436907
2024-Q4,2024-11-25,Marjorie Taylor Mrs Greene,Republicans,NSRGY,purchase,"$1,001 - $15,000",15000.0,85.66000366210938,101.80999755859376,18.853599353309534,0.03386874135325066
2024-Q4,2024-11-25,Marjorie Taylor Mrs Greene,Republicans,HD,purchase,"$1,001 - $15,000",15000.0,420.10764623815527,362.7300109863281,-13.657841214177823,-0.02453504409732543
2024-Q4,2024-11-25,Marjorie Taylor Mrs Greene,Republicans,COST,purchase,"$1,001 - $15,000",15000.0,973.9238797496472,938.75,-3.6115635401289112,-0.006487838694842356
2024-Q4,2024-11-22,Josh Gottheimer,Democrats,COP,sale,"$1,001 - $15,000",15000.0,111.26708124392984,102.81999969482422,7.591716664686449,0.0010235102460030266
2024-Q4,2024-11-22,Josh Gottheimer,Democrats,JNJ,purchase,"$1,001 - $15,000",15000.0,153.4308823276651,163.1300048828125,6.321493044949107,0.0008522595332935161
2024-Q4,2024-11-20,John Boozman,Republicans,AAXJ,purchase,"$1,001 - $15,000",15000.0,73.21616784690468,75.69999694824219,3.3924598546747253,0.006094239259894716
2024-Q4,2024-11-20,Marjorie Taylor Mrs Greene,Republicans,ABBV,purchase,"$1,001 - $15,000",15000.0,165.35071413484215,202.72000122070312,22.60001553751176,0.04059883030690735
2024-Q4,2024-11-20,Marjorie Taylor Mrs Greene,Republicans,NSRGY,purchase,"$1,001 - $15,000",15000.0,86.20999908447266,101.80999755859376,18.095346989663547,0.03250661135867703
2024-Q4,2024-11-20,Marjorie Taylor Mrs Greene,Republicans,OXY,purchase,"$1,001 - $15,000",15000.0,50.01655924046537,49.5099983215332,-1.0127864183874895,-0.0018193767994984843
2024-Q4,2024-11-20,Virginia Foxx,Republicans,HTGC,purchase,"$1,001 - $15,000",15000.0,18.69671230021741,19.59000015258789,4.7777803820626445,0.008582839009693373
2024-Q4,2024-11-20,Marjorie Taylor Mrs Greene,Republicans,ADBE,purchase,"$1,001 - $15,000",15000.0,505.4100036621094,396.1499938964844,-21.618094017519788,-0.038834899432670274
2024-Q4,2024-11-20,John Boozman,Republicans,SWKS,sale,"$1,001 - $15,000",15000.0,81.3483655613574,66.30000305175781,-18.498666083523567,-0.03323113667698844
2024-Q4,2024-11-20,Josh Gottheimer,Democrats,NTRA,purchase,"$1,001 - $15,000",15000.0,163.8300018310547,148.3000030517578,-9.479337487471785,-0.001277998043430494
2024-Q4,2024-11-20,John Boozman,Republicans,BBEU,sale,"$1,001 - $15,000",15000.0,55.72409690579879,62.77999877929688,12.66220946644688,0.02274648407146146
2024-Q4,2024-11-20,Josh Gottheimer,Democrats,TSLA,purchase,"$1,001 - $15,000",15000.0,345.0,273.1300048828125,-20.831882642663043,-0.0028085407122051555
2024-Q4,2024-11-20,Marjorie Taylor Mrs Greene,Republicans,QCOM,purchase,"$1,001 - $15,000",15000.0,162.27160089885115,157.97000122070312,-2.650864140318269,-0.004762031389793297
2024-Q4,2024-11-20,Marjorie Taylor Mrs Greene,Republicans,AMZN,purchase,"$1,001 - $15,000",15000.0,202.97999572753903,201.3600006103516,-0.7981057992345346,-0.0014337229926368886
2024-Q4,2024-11-20,Marjorie Taylor Mrs Greene,Republicans,AMAT,purchase,"$1,001 - $15,000",15000.0,168.52460830076103,147.67999267578125,-12.368885372383714,-0.022219554561168347
2024-Q4,2024-11-20,Marjorie Taylor Mrs Greene,Republicans,SCCO,purchase,"$1,001 - $15,000",15000.0,102.93744398472556,96.83999633789062,-5.923449631933446,-0.010640927482515172
2024-Q4,2024-11-20,John Boozman,Republicans,VWO,sale,"$1,001 - $15,000",15000.0,44.401750947071605,46.09000015258789,3.8022131323801536,0.006830322992299677
2024-Q4,2024-11-19,Josh Gottheimer,Democrats,MSFT,sale,"$1,000,001 - $5,000,000",5000000.0,411.45973532284427,390.5799865722656,5.074554557372603,0.2280493689274044
2024-Q4,2024-11-19,Josh Gottheimer,Democrats,FOXF,sale,"$1,001 - $15,000",15000.0,31.959999084472656,25.739999771118164,19.46182569315653,0.0026238305356583494
2024-Q4,2024-11-19,Josh Gottheimer,Democrats,LLY,sale,"$1,001 - $15,000",15000.0,715.0775933414794,821.6699829101562,-14.906408837477656,-0.002009672232268244
2024-Q4,2024-11-19,Josh Gottheimer,Democrats,MSFT,sale,"$1,000,001 - $5,000,000",5000000.0,411.45973532284427,390.5799865722656,5.074554557372603,0.2280493689274044
2024-Q4,2024-11-19,Josh Gottheimer,Democrats,MSFT,purchase,"$1,000,001 - $5,000,000",5000000.0,411.45973532284427,390.5799865722656,-5.074554557372603,-0.2280493689274044
2024-Q4,2024-11-19,Virginia Foxx,Republicans,ET,purchase,"$1,001 - $15,000",15000.0,17.358556313780515,18.8799991607666,8.764800594495593,0.01574515076855496
2024-Q4,2024-11-19,Josh Gottheimer,Democrats,MSFT,sale,"$1,000,001 - $5,000,000",5000000.0,411.45973532284427,390.5799865722656,5.074554557372603,0.2280493689274044
2024-Q4,2024-11-19,Sheldon Whitehouse,Democrats,MET,sale,"$1,001 - $15,000",15000.0,81.78527363166167,83.05000305175781,1.5464023826491529,0.00020848495182219392
2024-Q4,2024-11-19,Josh Gottheimer,Democrats,MSFT,purchase,"$1,000,001 - $5,000,000",5000000.0,411.45973532284427,390.5799865722656,-5.074554557372603,-0.2280493689274044
2024-Q4,2024-11-19,Josh Gottheimer,Democrats,KKR,purchase,"$1,001 - $15,000",15000.0,152.0287644482641,117.54000091552734,-22.685682974469877,-0.003058468853290025
2024-Q4,2024-11-19,Josh Gottheimer,Democrats,REGN,sale,"$1,001 - $15,000",15000.0,755.5890204991756,635.8300170898438,15.849754318850971,0.0021368534494226547
2024-Q4,2024-11-19,Josh Gottheimer,Democrats,MSFT,purchase,"$1,000,001 - $5,000,000",5000000.0,411.45973532284427,390.5799865722656,-5.074554557372603,-0.2280493689274044
2024-Q4,2024-11-18,Jake Auchincloss,Democrats,STT,sale,"$15,001 - $50,000",50000.0,94.61168282950956,91.77999877929688,2.992953899060634,0.0013450269185064866
2024-Q4,2024-11-18,Debbie Wasserman Schultz,Democrats,BAX,purchase,"$1,001 - $15,000",15000.0,31.454770373952865,33.70000076293945,7.137964646678277,0.0009623356974669617
2024-Q4,2024-11-18,Debbie Wasserman Schultz,Democrats,NGD,sale,"$1,001 - $15,000",15000.0,2.630000114440918,3.619999885559082,-37.64257521063329,-0.0050749472241551265
2024-Q4,2024-11-18,Sheldon Whitehouse,Democrats,KVUE,sale,"$1,001 - $15,000",15000.0,23.571617292414963,23.5,-0.3038285049622313,-4.0961959144647396e-05
2024-Q4,2024-11-15,Lloyd Doggett,Democrats,PG,purchase,"$1,001 - $15,000",15000.0,166.92215749619697,168.7100067138672,1.0710676428388166,0.00014440063493243078
2024-Q4,2024-11-15,Lance Gooden,Republicans,WAL,sale,"$50,001 - $100,000",100000.0,91.10194679564998,77.87999725341797,14.51335564967679,0.17381264251109926
2024-Q4,2024-11-15,Earl Blumenauer,Democrats,NWN,purchase,"$1,001 - $15,000",15000.0,40.33588475322253,41.68999862670898,3.357094760090198,0.00045260130686098303
2024-Q4,2024-11-15,Josh Gottheimer,Democrats,MELI,purchase,"$1,001 - $15,000",15000.0,1875.9000244140625,2095.85009765625,11.725042399894894,0.0015807625022328188
2024-Q4,2024-11-14,Josh Gottheimer,Democrats,MSFT,sale,"$1,001 - $15,000",15000.0,423.30222788535474,390.5799865722656,7.730231299881431,0.0010421846979886884
2024-Q4,2024-11-14,Virginia Foxx,Republicans,ARLP,purchase,"$1,001 - $15,000",15000.0,26.18802127113619,26.61000061035156,1.6113448772873424,0.002894631516085046
2024-Q4,2024-11-14,Josh Gottheimer,Democrats,CRM,purchase,"$1,001 - $15,000",15000.0,342.0497140458948,277.8099975585937,-18.780812802749963,-0.0025320168258246402
2024-Q4,2024-11-14,Josh Gottheimer,Democrats,TSLA,purchase,"$1,001 - $15,000",15000.0,327.69000244140625,273.1300048828125,-16.649881641826877,-0.002244726088687787
2024-Q4,2024-11-14,Josh Gottheimer,Democrats,LLY,sale,"$1,001 - $15,000",15000.0,806.4621504914285,821.6699829101562,-1.885746579608315,-0.00025423511319544066
2024-Q4,2024-11-13,Jonathan Jackson,Democrats,CHD,purchase,"$15,001 - $50,000",50000.0,107.5494673410713,108.38999938964844,0.7815306475777835,0.0003512181590768396
2024-Q4,2024-11-13,Josh Gottheimer,Democrats,SHOP,purchase,"$1,001 - $15,000",15000.0,107.5,102.5199966430664,-4.632561262263808,-0.0006245588615311623
2024-Q4,2024-11-13,Morgan Mcgarvey,Democrats,TSLA,sale,"$1,001 - $15,000",15000.0,335.8500061035156,273.1300048828125,18.675003745979264,0.0025177517184045385
2024-Q4,2024-11-13,Jonathan Jackson,Democrats,REGN,sale,"$15,001 - $50,000",50000.0,814.4034530631171,635.8300170898438,21.92690064139914,0.009853901061207595
2024-Q4,2024-11-13,Josh Gottheimer,Democrats,CRM,purchase,"$1,001 - $15,000",15000.0,345.1062265254123,277.8099975585937,-19.5001491698276,-0.0026289972815694233
2024-Q4,2024-11-13,Morgan Mcgarvey,Democrats,IBKR,sale,"$1,001 - $15,000",15000.0,178.7559511181355,169.0,5.457693048601233,0.000735802586095798
2024-Q4,2024-11-13,John Boozman,Republicans,SPY,purchase,"$1,001 - $15,000",15000.0,593.5805842924092,567.0800170898438,-4.464527294833274,-0.008020108912874144
2024-Q4,2024-11-13,Morgan Mcgarvey,Democrats,SHEL,sale,"$1,001 - $15,000",15000.0,63.64646225993998,73.29000091552734,-15.15172770515031,-0.0020427459606080773
2024-Q4,2024-11-13,Morgan Mcgarvey,Democrats,NVDA,sale,"$1,001 - $15,000",15000.0,149.04601231096433,111.43000030517578,25.237852004592938,0.0034025506028122782
2024-Q4,2024-11-13,Morgan Mcgarvey,Democrats,NVDA,sale,"$1,001 - $15,000",15000.0,149.04601231096433,111.43000030517578,25.237852004592938,0.0034025506028122782
2024-Q4,2024-11-13,Morgan Mcgarvey,Democrats,SCHW,sale,"$1,001 - $15,000",15000.0,77.49264470304544,79.5999984741211,-2.719424248780133,-0.0003666309880613158
2024-Q4,2024-11-13,Morgan Mcgarvey,Democrats,NVDA,sale,"$15,001 - $50,000",50000.0,149.04601231096433,111.43000030517578,25.237852004592938,0.011341835342707593
2024-Q4,2024-11-13,Morgan Mcgarvey,Democrats,NVDA,sale,"$1,001 - $15,000",15000.0,149.04601231096433,111.43000030517578,25.237852004592938,0.0034025506028122782
2024-Q4,2024-11-13,Morgan Mcgarvey,Democrats,NVDA,sale,"$1,001 - $15,000",15000.0,149.04601231096433,111.43000030517578,25.237852004592938,0.0034025506028122782
2024-Q4,2024-11-13,Morgan Mcgarvey,Democrats,MSFT,sale,"$1,001 - $15,000",15000.0,419.9556581526565,390.5799865722656,6.994946016351239,0.0009430540198208573
2024-Q4,2024-11-13,Morgan Mcgarvey,Democrats,AMZN,sale,"$1,001 - $15,000",15000.0,209.3999938964844,201.3600006103516,3.839538452951118,0.000517644048123915
2024-Q4,2024-11-12,Markwayne Mullin,Republicans,PCLPX,sale,"$15,001 - $50,000",50000.0,6.210013389587402,6.659999847412109,7.246143117488583,0.043390078547835824
2024-Q4,2024-11-12,Josh Gottheimer,Democrats,NVDA,sale,"$1,001 - $15,000",15000.0,146.7563770410738,111.43000030517578,24.071442378283127,0.003245296024395532
2024-Q4,2024-11-12,Josh Gottheimer,Democrats,TSLA,purchase,"$1,001 - $15,000",15000.0,342.739990234375,273.1300048828125,-20.309852172184893,-0.002738160907628738
2024-Q4,2024-11-12,Tina Smith,Democrats,TCMD,purchase,"$50,001 - $100,000",100000.0,15.920000076293944,13.300000190734863,-16.45728563444202,-0.014791736144564104
2024-Q4,2024-11-12,Josh Gottheimer,Democrats,MSFT,sale,"$1,001 - $15,000",15000.0,416.5791841447968,390.5799865722656,6.241117790344098,0.0008414233943480268
2024-Q4,2024-11-12,Josh Gottheimer,Democrats,CRM,purchase,"$1,001 - $15,000",15000.0,338.9033343447537,277.8099975585937,-18.02677359438783,-0.0024303577558495186
2024-Q4,2024-11-11,Josh Gottheimer,Democrats,APP,purchase,"$1,001 - $15,000",15000.0,291.1199951171875,261.70001220703125,-10.10579259535695,-0.0013624563089192367
2024-Q4,2024-11-11,Josh Gottheimer,Democrats,TSLA,purchase,"$1,001 - $15,000",15000.0,346.29998779296875,273.1300048828125,-21.12907464319636,-0.0028486079421889752
2024-Q4,2024-11-08,Jared Moskowitz,Democrats,AMZN,purchase,"$1,001 - $15,000",15000.0,209.72000122070312,201.3600006103516,-3.986267671986968,-0.0005374259848984767
2024-Q4,2024-11-08,Michael Patrick Guest,Republicans,TSLA,purchase,"$1,001 - $15,000",15000.0,299.1400146484375,273.1300048828125,-8.694928291754318,-0.015619631661834103
2024-Q4,2024-11-08,Jared Moskowitz,Democrats,XOM,sale,"$1,001 - $15,000",15000.0,118.93019636386474,117.88999938964844,0.8746281482911514,0.00011791679151867043
2024-Q4,2024-11-08,Jared Moskowitz,Democrats,ORCL,purchase,"$1,001 - $15,000",15000.0,185.8033058895819,145.77999877929688,-21.54068622119665,-0.002904101144328148
2024-Q4,2024-11-08,Jared Moskowitz,Democrats,ATO,purchase,"$1,001 - $15,000",15000.0,140.8929217008464,150.94000244140625,7.131004609225501,0.000961397349796715
2024-Q4,2024-11-08,Jared Moskowitz,Democrats,AMZN,purchase,"$1,001 - $15,000",15000.0,209.72000122070312,201.3600006103516,-3.986267671986968,-0.0005374259848984767
2024-Q4,2024-11-08,Jared Moskowitz,Democrats,XLE,purchase,"$15,001 - $50,000",50000.0,91.6503203011031,92.87000274658205,1.3307999813550655,0.0005980585930950321
2024-Q4,2024-11-08,Jared Moskowitz,Democrats,SHW,purchase,"$1,001 - $15,000",15000.0,383.4334553985379,345.6499938964844,-9.85398143278386,-0.0013285072936523269
2024-Q4,2024-11-08,Jared Moskowitz,Democrats,SBCF,sale,"$50,001 - $100,000",100000.0,28.96199212042439,26.07999992370605,9.950946001003556,0.008943866619632894
2024-Q4,2024-11-08,Jared Moskowitz,Democrats,MRK,purchase,"$1,001 - $15,000",15000.0,99.81184850183772,87.5999984741211,-12.234870119144013,-0.001649497139916953
2024-Q4,2024-11-08,Jared Moskowitz,Democrats,TMUS,purchase,"$1,001 - $15,000",15000.0,232.064733828247,268.2799987792969,15.605673621159983,0.002103946650345135
2024-Q4,2024-11-08,Jared Moskowitz,Democrats,AVGO,purchase,"$1,001 - $15,000",15000.0,181.95043944089767,171.99000549316406,-5.474256604348061,-0.0007380356737841175
2024-Q4,2024-11-08,Mike Kelly,Republicans,INTC,sale,"$1,001 - $15,000",15000.0,26.0,23.6200008392334,9.15384292602539,0.016444029208428846
2024-Q4,2024-11-08,Jared Moskowitz,Democrats,SHW,purchase,"$1,001 - $15,000",15000.0,383.4334553985379,345.6499938964844,-9.85398143278386,-0.0013285072936523269
