Representative,BioGuideID,ReportDate,TransactionDate,Ticker,Transaction,Range,House,Amount,Party,last_modified,TickerType,Description,Quarter,EntryPrice,ExitPrice,PercentChange,TradeAmount,AdjustedReturn
Rob Bresnahan,B001327,2025-03-10,2025-02-20,INTC,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-11,ST,,2025-Q1,25.559999465942383,23.6200008392334,-7.589979136321777,15000.0,-7.589979136321777
Rob Bresnahan,B001327,2025-03-10,2025-02-18,ALAB,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-11,ST,,2025-Q1,88.5999984741211,62.790000915527344,29.1309232540591,15000.0,29.1309232540591
Rob Bresnahan,B001327,2025-03-10,2025-02-14,INTC,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-11,ST,,2025-Q1,24.36000061035156,23.6200008392334,-3.037765815176982,15000.0,-3.037765815176982
Rob Bresnahan,B001327,2025-03-10,2025-02-14,ORCL,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-11,ST,,2025-Q1,174.25,145.77999877929688,16.338594674722025,15000.0,16.338594674722025
Rob Bresnahan,B001327,2025-03-10,2025-02-14,RDDT,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-11,ST,,2025-Q1,202.0,110.2300033569336,-45.43069140745862,15000.0,-45.43069140745862
Markwayne Mullin,M001190,2025-02-27,2025-02-13,HON,Sale (Full),"$15,001 - $50,000",Senate,15001.0,R,2025-02-28,Stock,,2025-Q1,205.4106505710755,214.1699981689453,4.264310333236068,50000.0,-4.264310333236068
Markwayne Mullin,M001190,2025-02-27,2025-02-13,IQV,Purchase,"$15,001 - $50,000",Senate,15001.0,R,2025-02-28,Stock,,2025-Q1,197.91000366210935,179.36000061035156,-9.372948667833954,50000.0,-9.372948667833954
Markwayne Mullin,M001190,2025-02-27,2025-02-13,LHX,Purchase,"$15,001 - $50,000",Senate,15001.0,R,2025-02-28,Stock,,2025-Q1,200.9086121957819,212.6999969482422,5.869029019507533,50000.0,5.869029019507533
Markwayne Mullin,M001190,2025-02-27,2025-02-13,LPLA,Purchase,"$50,001 - $100,000",Senate,50001.0,R,2025-02-28,Stock,,2025-Q1,366.9457482472425,333.19000244140625,-9.19911075876322,100000.0,-9.19911075876322
Markwayne Mullin,M001190,2025-02-27,2025-02-13,VAW,Sale (Full),"$100,001 - $250,000",Senate,100001.0,R,2025-02-28,Stock,,2025-Q1,197.35320900114732,191.0200042724609,-3.209071066409461,250000.0,3.209071066409461
Markwayne Mullin,M001190,2025-02-27,2025-02-13,MSFT,Purchase,"$50,001 - $100,000",Senate,50001.0,R,2025-02-28,Stock,,2025-Q1,406.185550721702,390.5799865722656,-3.841979145173609,100000.0,-3.841979145173609
Markwayne Mullin,M001190,2025-02-27,2025-02-13,TJX,Purchase,"$15,001 - $50,000",Senate,15001.0,R,2025-02-28,Stock,,2025-Q1,124.5,120.56999969482422,-3.1566267511452057,50000.0,-3.1566267511452057
Markwayne Mullin,M001190,2025-02-27,2025-02-13,DHR,Sale (Full),"$15,001 - $50,000",Senate,15001.0,R,2025-02-28,Stock,,2025-Q1,202.6300048828125,210.1100006103516,3.691455138573868,50000.0,-3.691455138573868
Markwayne Mullin,M001190,2025-02-27,2025-02-13,ACN,Purchase,"$50,001 - $100,000",Senate,50001.0,R,2025-02-28,Stock,,2025-Q1,388.6099853515625,308.5299987792969,-20.60677532509102,100000.0,-20.60677532509102
Markwayne Mullin,M001190,2025-02-27,2025-02-13,AMZN,Purchase,"$15,001 - $50,000",Senate,15001.0,R,2025-02-28,Stock,,2025-Q1,228.8500061035156,201.3600006103516,-12.012237168448893,50000.0,-12.012237168448893
Rob Bresnahan,B001327,2025-03-07,2025-02-13,ANET,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-10,ST,,2025-Q1,109.72000122070312,78.95999908447266,28.03499981225515,15000.0,28.03499981225515
Rob Bresnahan,B001327,2025-03-07,2025-02-13,SNOW,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-10,ST,,2025-Q1,186.9600067138672,156.97999572753906,-16.035520918765805,15000.0,-16.035520918765805
Markwayne Mullin,M001190,2025-02-27,2025-02-13,PM,Purchase,"$15,001 - $50,000",Senate,15001.0,R,2025-02-28,Stock,,2025-Q1,147.7755788812297,155.00999450683594,4.895542064782356,50000.0,4.895542064782356
Markwayne Mullin,M001190,2025-02-27,2025-02-13,STZ,Sale (Partial),"$15,001 - $50,000",Senate,15001.0,R,2025-02-28,Stock,,2025-Q1,162.97999572753906,184.30999755859372,13.087496864776584,50000.0,-13.087496864776584
Markwayne Mullin,M001190,2025-02-27,2025-02-13,AMD,Sale (Full),"$50,001 - $100,000",Senate,50001.0,R,2025-02-28,Stock,,2025-Q1,112.0,106.6500015258789,-4.776784351893833,100000.0,4.776784351893833
Rob Bresnahan,B001327,2025-03-07,2025-02-12,HOOD,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-10,ST,,2025-Q1,53.16999816894531,43.9900016784668,17.265369205598773,15000.0,17.265369205598773
Rob Bresnahan,B001327,2025-03-07,2025-02-12,SNOW,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-10,ST,,2025-Q1,180.4199981689453,156.97999572753906,-12.991909255789388,15000.0,-12.991909255789388
Thomas H. Kean Jr,K000398,2025-03-14,2025-02-12,MAGN,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-14,ST,,2025-Q1,21.309999465942383,19.020000457763672,10.746124193191957,15000.0,10.746124193191957
Rob Bresnahan,B001327,2025-03-07,2025-02-11,MNDY,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-10,ST,,2025-Q1,326.5799865722656,255.67999267578125,-21.70984041019783,15000.0,-21.70984041019783
Rob Bresnahan,B001327,2025-03-07,2025-02-11,ON,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-10,ST,,2025-Q1,46.970001220703125,43.7599983215332,6.834155451873904,15000.0,6.834155451873904
Rob Bresnahan,B001327,2025-03-07,2025-02-10,TTWO,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-10,ST,,2025-Q1,210.00999450683597,214.2899932861328,2.0379976626100804,15000.0,2.0379976626100804
Rob Bresnahan,B001327,2025-03-07,2025-02-10,NET,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-10,ST,,2025-Q1,167.5,118.56999969482422,-29.21194048070196,15000.0,-29.21194048070196
Rob Bresnahan,B001327,2025-03-07,2025-02-10,MSFT,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-10,ST,,2025-Q1,412.8821197108573,390.5799865722656,5.401573978115092,15000.0,5.401573978115092
Rob Bresnahan,B001327,2025-03-07,2025-02-10,MTSI,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-10,ST,,2025-Q1,124.75,101.9000015258789,-18.31663204338364,15000.0,-18.31663204338364
Rob Bresnahan,B001327,2025-03-07,2025-02-10,BABA,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-10,ST,,2025-Q1,107.31999969482422,135.6300048828125,26.37905820768801,15000.0,26.37905820768801
Rob Bresnahan,B001327,2025-03-07,2025-02-10,TTD,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-10,ST,,2025-Q1,120.22000122070312,57.2599983215332,52.37065568115097,15000.0,52.37065568115097
Rob Bresnahan,B001327,2025-02-13,2025-02-07,LOW,Sale,"$15,001 - $50,000",Representatives,15001.0,R,2025-02-14,ST,,2025-Q1,256.82000732421875,232.1699981689453,9.598165428036292,50000.0,9.598165428036292
Thomas H. Kean Jr,K000398,2025-03-14,2025-02-07,PRNDY,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-14,ST,,2025-Q1,21.209999084472656,19.790000915527344,6.694946865815095,15000.0,6.694946865815095
Thomas H. Kean Jr,K000398,2025-03-14,2025-02-07,MDLZ,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-03-14,ST,,2025-Q1,58.04999923706055,67.5,16.279071295674264,15000.0,16.279071295674264
Rob Bresnahan,B001327,2025-02-13,2025-02-03,INTC,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-02-14,ST,,2025-Q1,18.96999931335449,23.6200008392334,24.512396911925038,15000.0,24.512396911925038
Rob Bresnahan,B001327,2025-02-13,2025-02-03,TTWO,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-02-14,ST,,2025-Q1,184.6199951171875,214.2899932861328,16.070847662038062,15000.0,16.070847662038062
Rob Bresnahan,B001327,2025-02-13,2025-02-03,TTWO,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-02-14,ST,,2025-Q1,184.6199951171875,214.2899932861328,16.070847662038062,15000.0,16.070847662038062
Markwayne Mullin,M001190,2025-02-27,2025-02-03,COHR,Purchase,"$1,001 - $15,000",Senate,1001.0,R,2025-02-28,Stock,,2025-Q1,84.43000030517578,67.9000015258789,-19.578347411522564,15000.0,-19.578347411522564
Markwayne Mullin,M001190,2025-02-27,2025-02-03,MTZ,Purchase,"$1,001 - $15,000",Senate,1001.0,R,2025-02-28,Stock,,2025-Q1,140.0500030517578,118.79000091552734,-15.180293947136494,15000.0,-15.180293947136494
Rob Bresnahan,B001327,2025-02-13,2025-02-03,INTC,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-02-14,ST,,2025-Q1,18.96999931335449,23.6200008392334,24.512396911925038,15000.0,24.512396911925038
Rob Bresnahan,B001327,2025-02-13,2025-02-03,NOW,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-02-14,ST,,2025-Q1,1006.5,827.739990234375,-17.76055735376304,15000.0,-17.76055735376304
Rob Bresnahan,B001327,2025-02-13,2025-02-03,TTWO,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-02-14,ST,,2025-Q1,184.6199951171875,214.2899932861328,16.070847662038062,15000.0,16.070847662038062
Rob Bresnahan,B001327,2025-02-13,2025-02-03,NOW,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-02-14,ST,,2025-Q1,1006.5,827.739990234375,-17.76055735376304,15000.0,-17.76055735376304
Markwayne Mullin,M001190,2025-02-27,2025-02-03,DELL,Purchase,"$1,001 - $15,000",Senate,1001.0,R,2025-02-28,Stock,,2025-Q1,99.37999725341795,97.0999984741211,-2.294223025064995,15000.0,-2.294223025064995
Markwayne Mullin,M001190,2025-02-27,2025-02-03,CRDO,Purchase,"$1,001 - $15,000",Senate,1001.0,R,2025-02-28,Stock,,2025-Q1,63.80400085449219,42.43000030517578,-33.49946753035245,15000.0,-33.49946753035245
Markwayne Mullin,M001190,2025-02-27,2025-02-03,AIT,Purchase,"$1,001 - $15,000",Senate,1001.0,R,2025-02-28,Stock,,2025-Q1,253.99521702191052,232.22000122070312,-8.5730810432265,15000.0,-8.5730810432265
Markwayne Mullin,M001190,2025-02-27,2025-02-03,GS,Purchase,"$1,001 - $15,000",Senate,1001.0,R,2025-02-28,Stock,,2025-Q1,622.9111915643173,558.9199829101562,-10.272926465401891,15000.0,-10.272926465401891
Markwayne Mullin,M001190,2025-02-27,2025-02-03,WAB,Purchase,"$1,001 - $15,000",Senate,1001.0,R,2025-02-28,Stock,,2025-Q1,203.45488683001824,186.9199981689453,-8.12705407016713,15000.0,-8.12705407016713
Rob Bresnahan,B001327,2025-02-13,2025-02-03,INTC,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-02-14,ST,,2025-Q1,18.96999931335449,23.6200008392334,24.512396911925038,15000.0,24.512396911925038
Markwayne Mullin,M001190,2025-02-27,2025-02-03,LRN,Purchase,"$1,001 - $15,000",Senate,1001.0,R,2025-02-28,Stock,,2025-Q1,132.1999969482422,128.55999755859375,-2.753403535306842,15000.0,-2.753403535306842
Markwayne Mullin,M001190,2025-02-27,2025-02-03,IRM,Purchase,"$1,001 - $15,000",Senate,1001.0,R,2025-02-28,Stock,,2025-Q1,98.66764066134375,85.51000213623047,-13.335312810685476,15000.0,-13.335312810685476
Markwayne Mullin,M001190,2025-02-27,2025-02-03,PRMB,Purchase,"$1,001 - $15,000",Senate,1001.0,R,2025-02-28,Stock,,2025-Q1,31.691823740436988,34.45000076293945,8.703118650073732,15000.0,8.703118650073732
Thomas H. Kean Jr,K000398,2025-02-19,2025-01-31,MSFT,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-02-20,ST,,2025-Q1,418.141600337115,390.5799865722656,-6.591454603566971,15000.0,-6.591454603566971
Rob Bresnahan,B001327,2025-02-13,2025-01-30,MSFT,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2025-02-14,ST,,2025-Q1,417.9319804505241,390.5799865722656,6.544604183861086,15000.0,6.544604183861086
Rob Bresnahan,B001327,2025-02-13,2025-01-30,BABA,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-02-14,ST,,2025-Q1,97.3000030517578,135.6300048828125,39.393628601085865,15000.0,39.393628601085865
Rob Bresnahan,B001327,2025-02-13,2025-01-30,MSFT,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2025-02-14,ST,,2025-Q1,417.9319804505241,390.5799865722656,6.544604183861086,15000.0,6.544604183861086
Rob Bresnahan,B001327,2025-02-13,2025-01-29,HOOD,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2025-02-14,ST,,2025-Q1,48.81999969482422,43.9900016784668,9.89348227478479,15000.0,9.89348227478479
Rob Bresnahan,B001327,2025-02-13,2025-01-29,NVDA,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2025-02-14,ST,,2025-Q1,126.48836708502724,111.43000030517578,11.904942032913596,15000.0,11.904942032913596
Rob Bresnahan,B001327,2025-02-13,2025-01-29,CRDO,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2025-02-14,ST,,2025-Q1,59.400001525878906,42.43000030517578,28.569024890192598,15000.0,28.569024890192598
Rob Bresnahan,B001327,2025-02-13,2025-01-29,CRDO,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2025-02-14,ST,,2025-Q1,59.400001525878906,42.43000030517578,28.569024890192598,15000.0,28.569024890192598
Rob Bresnahan,B001327,2025-02-13,2025-01-29,MANH,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2025-02-14,ST,,2025-Q1,222.8000030517578,174.82000732421875,21.53500676406769,15000.0,21.53500676406769
Rob Bresnahan,B001327,2025-02-13,2025-01-29,MANH,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2025-02-14,ST,,2025-Q1,222.8000030517578,174.82000732421875,21.53500676406769,15000.0,21.53500676406769
Rob Bresnahan,B001327,2025-02-13,2025-01-29,HOOD,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2025-02-14,ST,,2025-Q1,48.81999969482422,43.9900016784668,9.89348227478479,15000.0,9.89348227478479
Rob Bresnahan,B001327,2025-02-13,2025-01-29,CRDO,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2025-02-14,ST,,2025-Q1,59.400001525878906,42.43000030517578,28.569024890192598,15000.0,28.569024890192598
Rob Bresnahan,B001327,2025-02-13,2025-01-29,META,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2025-02-14,ST,,2025-Q1,674.4000060630054,602.5800170898438,10.64946446137071,15000.0,10.64946446137071
Rob Bresnahan,B001327,2025-02-13,2025-01-29,MANH,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2025-02-14,ST,,2025-Q1,222.8000030517578,174.82000732421875,21.53500676406769,15000.0,21.53500676406769
Rob Bresnahan,B001327,2025-02-13,2025-01-29,META,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2025-02-14,ST,,2025-Q1,674.4000060630054,602.5800170898438,10.64946446137071,15000.0,10.64946446137071
Rob Bresnahan,B001327,2025-02-13,2025-01-29,BABA,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-02-14,ST,,2025-Q1,99.38999938964844,135.6300048828125,36.462426517469616,15000.0,36.462426517469616
Rob Bresnahan,B001327,2025-02-13,2025-01-29,BABA,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-02-14,ST,,2025-Q1,99.38999938964844,135.6300048828125,36.462426517469616,15000.0,36.462426517469616
Rob Bresnahan,B001327,2025-02-13,2025-01-29,NVDA,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2025-02-14,ST,,2025-Q1,126.48836708502724,111.43000030517578,11.904942032913596,15000.0,11.904942032913596
Rob Bresnahan,B001327,2025-02-13,2025-01-29,HOOD,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2025-02-14,ST,,2025-Q1,48.81999969482422,43.9900016784668,9.89348227478479,15000.0,9.89348227478479
Rob Bresnahan,B001327,2025-02-13,2025-01-29,BABA,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-02-14,ST,,2025-Q1,99.38999938964844,135.6300048828125,36.462426517469616,15000.0,36.462426517469616
Rob Bresnahan,B001327,2025-02-13,2025-01-28,NVDA,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2025-02-14,ST,,2025-Q1,121.79880142784783,111.43000030517578,8.513056779802895,15000.0,8.513056779802895
Rob Bresnahan,B001327,2025-02-13,2025-01-28,AVGO,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2025-02-14,ST,,2025-Q1,207.38246902715304,171.99000549316406,17.066275515002662,15000.0,17.066275515002662
Rob Bresnahan,B001327,2025-02-13,2025-01-28,TEAM,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-02-14,ST,,2025-Q1,266.0199890136719,222.63999938964844,-16.3070413561268,15000.0,-16.3070413561268
Rob Bresnahan,B001327,2025-02-13,2025-01-28,ZM,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-02-14,ST,,2025-Q1,82.44999694824219,76.77999877929688,-6.876893121663354,15000.0,-6.876893121663354
Rob Bresnahan,B001327,2025-02-13,2025-01-28,ZM,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-02-14,ST,,2025-Q1,82.44999694824219,76.77999877929688,-6.876893121663354,15000.0,-6.876893121663354
Rob Bresnahan,B001327,2025-02-13,2025-01-28,ZM,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-02-14,ST,,2025-Q1,82.44999694824219,76.77999877929688,-6.876893121663354,15000.0,-6.876893121663354
Rob Bresnahan,B001327,2025-02-13,2025-01-28,CRWD,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-02-14,ST,,2025-Q1,372.6700134277344,366.55999755859375,-1.6395244181151265,15000.0,-1.6395244181151265
Rob Bresnahan,B001327,2025-02-13,2025-01-28,TEAM,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-02-14,ST,,2025-Q1,266.0199890136719,222.63999938964844,-16.3070413561268,15000.0,-16.3070413561268
Rob Bresnahan,B001327,2025-02-13,2025-01-28,CRWD,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-02-14,ST,,2025-Q1,372.6700134277344,366.55999755859375,-1.6395244181151265,15000.0,-1.6395244181151265
Rob Bresnahan,B001327,2025-02-13,2025-01-28,TEAM,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-02-14,ST,,2025-Q1,266.0199890136719,222.63999938964844,-16.3070413561268,15000.0,-16.3070413561268
Rob Bresnahan,B001327,2025-02-13,2025-01-28,CRWD,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-02-14,ST,,2025-Q1,372.6700134277344,366.55999755859375,-1.6395244181151265,15000.0,-1.6395244181151265
Rob Bresnahan,B001327,2025-02-13,2025-01-21,GOOG,Sale,"$50,001 - $100,000",Representatives,50001.0,R,2025-02-14,ST,,2025-Q1,200.28182025394423,164.0800018310547,18.075439087276123,100000.0,18.075439087276123
Rob Bresnahan,B001327,2025-02-13,2025-01-21,KO,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2025-02-14,ST,,2025-Q1,62.43922895475683,70.73999786376953,-13.29415665114539,15000.0,-13.29415665114539
Rob Bresnahan,B001327,2025-02-13,2025-01-21,DIS,Sale,"$15,001 - $50,000",Representatives,15001.0,R,2025-02-14,ST,,2025-Q1,107.0999984741211,100.4499969482422,6.209151839984169,50000.0,6.209151839984169
Rob Bresnahan,B001327,2025-02-13,2025-01-21,CRM,Sale,"$15,001 - $50,000",Representatives,15001.0,R,2025-02-14,ST,,2025-Q1,329.3999938964844,277.8099975585937,15.661808528783109,50000.0,15.661808528783109
Thomas H. Kean Jr,K000398,2025-02-19,2025-01-16,AMZN,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-02-20,ST,,2025-Q1,224.4199981689453,201.3600006103516,-10.275375522119909,15000.0,-10.275375522119909
Rob Bresnahan,B001327,2025-02-13,2025-01-16,LRCX,Purchase,"$1,001 - $15,000",Representatives,1001.0,R,2025-02-14,ST,,2025-Q1,78.65262715928323,74.80999755859375,-4.885570564486782,15000.0,-4.885570564486782
Nancy Pelosi,P000197,2025-01-17,2025-01-14,TEM,Purchase,"$50,001 - $100,000",Representatives,50001.0,D,2025-01-20,OP,PURCHASED 50 CALL OPTIONS WITH A STRIKE PRICE OF $20 AND AN EXPIRATION DATE OF 1/16/26.,2025-Q1,33.099998474121094,51.970001220703125,57.00907437000444,100000.0,57.00907437000444
Nancy Pelosi,P000197,2025-01-17,2025-01-14,AMZN,Purchase,"$250,001 - $500,000",Representatives,250001.0,D,2025-01-20,OP,PURCHASED 50 CALL OPTIONS WITH A STRIKE PRICE OF $150 AND AN EXPIRATION DATE OF 1/16/26.,2025-Q1,220.44000244140625,201.3600006103516,-8.655417174623839,500000.0,-8.655417174623839
Nancy Pelosi,P000197,2025-01-17,2025-01-14,VST,Purchase,"$500,001 - $1,000,000",Representatives,500001.0,D,2025-01-20,OP,PURCHASED 50 CALL OPTIONS WITH A STRIKE PRICE OF $50 AND AN EXPIRATION DATE OF 1/16/26.,2025-Q1,166.3924560652182,119.30999755859376,-28.296029531633504,1000000.0,-28.296029531633504
Nancy Pelosi,P000197,2025-01-17,2025-01-14,NVDA,Purchase,"$250,001 - $500,000",Representatives,250001.0,D,2025-01-20,OP,PURCHASED 50 CALL OPTIONS WITH A STRIKE PRICE OF $80 AND AN EXPIRATION DATE OF 1/16/26.,2025-Q1,136.0374931021696,111.43000030517578,-18.08875791213869,500000.0,-18.08875791213869
Nancy Pelosi,P000197,2025-01-17,2025-01-14,GOOGL,Purchase,"$250,001 - $500,000",Representatives,250001.0,D,2025-01-20,OP,PURCHASED 50 CALL OPTIONS WITH A STRIKE PRICE OF $150 AND AN EXPIRATION DATE OF 1/16/26.,2025-Q1,191.0200024296161,162.24000549316406,-15.06648338938036,500000.0,-15.06648338938036
Rob Bresnahan,B001327,2025-02-13,2025-01-13,GDDY,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2025-02-14,ST,,2025-Q1,190.6300048828125,182.77999877929688,4.117927872026925,15000.0,4.117927872026925
Rob Bresnahan,B001327,2025-02-13,2025-01-13,TMUS,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2025-02-14,ST,,2025-Q1,210.62602244283383,268.2799987792969,-27.372674880242283,15000.0,-27.372674880242283
Rob Bresnahan,B001327,2025-02-13,2025-01-13,CMG,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2025-02-14,ST,,2025-Q1,56.13999938964844,50.91999816894531,9.298185389124946,15000.0,9.298185389124946
Rob Bresnahan,B001327,2025-02-13,2025-01-13,FIX,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2025-02-14,ST,,2025-Q1,431.906514141513,332.2799987792969,23.066685058047952,15000.0,23.066685058047952
Rob Bresnahan,B001327,2025-02-13,2025-01-13,MOH,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2025-02-14,ST,,2025-Q1,291.45001220703125,323.4700012207031,-10.986442845274786,15000.0,-10.986442845274786
Rob Bresnahan,B001327,2025-02-13,2025-01-13,WSC,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2025-02-14,ST,,2025-Q1,34.549357205954664,29.309999465942383,15.16484867946911,15000.0,15.16484867946911
Rob Bresnahan,B001327,2025-02-13,2025-01-13,AMD,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2025-02-14,ST,,2025-Q1,115.27999877929688,106.6500015258789,7.486118446218989,15000.0,7.486118446218989
Rob Bresnahan,B001327,2025-02-13,2025-01-13,AAON,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2025-02-14,ST,,2025-Q1,120.2944776798658,80.23999786376953,33.29702292959069,15000.0,33.29702292959069
Rob Bresnahan,B001327,2025-02-13,2025-01-13,CRWD,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2025-02-14,ST,,2025-Q1,342.864990234375,366.55999755859375,-6.910885625278149,15000.0,-6.910885625278149
Rob Bresnahan,B001327,2025-02-13,2025-01-13,SBAC,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2025-02-14,ST,,2025-Q1,192.08999242736775,216.3800048828125,-12.645121252024182,15000.0,-12.645121252024182
Rob Bresnahan,B001327,2025-02-13,2025-01-13,PCTY,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2025-02-14,ST,,2025-Q1,190.6100006103516,191.1300048828125,-0.2728105927264224,15000.0,-0.2728105927264224
Rob Bresnahan,B001327,2025-02-13,2025-01-13,ICE,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2025-02-14,ST,,2025-Q1,142.01039378966507,176.36000061035156,-24.18809349374983,15000.0,-24.18809349374983
Rob Bresnahan,B001327,2025-02-13,2025-01-13,DIS,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2025-02-14,ST,,2025-Q1,107.93000030517578,100.4499969482422,6.930420954121772,15000.0,6.930420954121772
Rob Bresnahan,B001327,2025-02-13,2025-01-13,HEI,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2025-02-14,ST,,2025-Q1,223.33999633789065,268.6300048828125,-20.278503307756264,15000.0,-20.278503307756264
Rob Bresnahan,B001327,2025-02-13,2025-01-13,TDG,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2025-02-14,ST,,2025-Q1,1253.0899658203125,1384.260009765625,-10.467727579275955,15000.0,-10.467727579275955
Rob Bresnahan,B001327,2025-02-13,2025-01-13,DBX,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2025-02-14,ST,,2025-Q1,29.280000686645508,26.934999465942383,8.00888376267242,15000.0,8.00888376267242
Rob Bresnahan,B001327,2025-02-13,2025-01-13,NFLX,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2025-02-14,ST,,2025-Q1,831.530029296875,976.719970703125,-17.46057704362399,15000.0,-17.46057704362399
Rob Bresnahan,B001327,2025-02-13,2025-01-13,MANH,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2025-02-14,ST,,2025-Q1,262.260009765625,174.82000732421875,33.340959042726006,15000.0,33.340959042726006
Rob Bresnahan,B001327,2025-02-13,2025-01-13,CDW,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2025-02-14,ST,,2025-Q1,181.5401937545969,163.83999633789062,9.750015713122547,15000.0,9.750015713122547
Rob Bresnahan,B001327,2025-02-13,2025-01-13,APPF,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2025-02-14,ST,,2025-Q1,242.3600006103516,225.19000244140625,7.084501619782532,15000.0,7.084501619782532
Rob Bresnahan,B001327,2025-02-13,2025-01-13,CDNS,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2025-02-14,ST,,2025-Q1,298.0,262.5400085449219,11.899325991636957,15000.0,11.899325991636957
Rob Bresnahan,B001327,2025-02-13,2025-01-13,DRI,Sale,"$1,001 - $15,000",Representatives,1001.0,R,2025-02-14,ST,,2025-Q1,179.6999969482422,207.9900054931641,-15.742909863860522,15000.0,-15.742909863860522
